tissue,dye1,dye2,Nb of landmarks (dye 1),Nb of tiles (dye 2),top-1-accuracy,top-5-accuracy,time (h:m:s),Time to get patches (dye2),Features extraction time (dye2),Comparison time
mice-kidney_1,PAS.129057595,CD31.129057244,131,6038,0.008,0.046,0:02:03.003255,0:00:25.793912,0:01:27.203206,0:00:01.621839
mice-kidney_1,PAS.129057595,PAS.129057758,131,6074,0.084,0.191,0:01:53.507273,0:00:15.635583,0:01:27.676093,0:00:01.616820
COAD_15,S5,S2,163,13049,0.178,0.393,0:04:00.695617,0:00:36.862574,0:03:07.405575,0:00:03.814960
COAD_12,S6,S5,71,8858,0.578,0.803,0:02:49.342866,0:00:30.930549,0:02:07.836246,0:00:01.771907
COAD_12,S1,S5,71,8858,0.366,0.662,0:02:49.821371,0:00:31.257263,0:02:08.531242,0:00:01.807787
COAD_12,S2,S5,71,8858,0.634,0.817,0:02:46.661455,0:00:27.593950,0:02:08.141515,0:00:01.791750
COAD_12,S1,S6,71,8071,0.451,0.69,0:02:33.165682,0:00:26.793187,0:01:56.157110,0:00:01.675066
COAD_12,S2,S6,71,8071,0.803,0.887,0:02:34.239485,0:00:27.595991,0:01:56.653372,0:00:01.622150
COAD_12,S2,S1,71,7765,0.535,0.718,0:02:29.327518,0:00:26.793048,0:01:52.141426,0:00:01.603667
lung-lobes_4,CD31,PRO-SPC,89,6906,0.629,0.753,0:02:04.076952,0:00:14.084703,0:01:39.670384,0:00:01.525019
lung-lobes_4,CC10,PRO-SPC,89,6906,0.584,0.775,0:02:03.690706,0:00:14.479668,0:01:39.707729,0:00:01.497228
lung-lobes_4,KI67,PRO-SPC,89,6906,0.225,0.427,0:02:04.135628,0:00:13.987407,0:01:39.588296,0:00:01.497047
lung-lobes_4,CC10,CD31,89,6300,0.393,0.618,0:01:51.396443,0:00:13.120401,0:01:28.107049,0:00:01.349654
lung-lobes_4,KI67,CD31,89,6300,0.337,0.517,0:01:56.213156,0:00:14.660264,0:01:31.310271,0:00:01.395978
lung-lobes_4,KI67,CC10,89,6525,0.236,0.416,0:02:03.115959,0:00:18.874624,0:01:34.214125,0:00:01.454837
COAD_13,S7,S5,93,8184,0.204,0.323,0:02:32.007014,0:00:23.077710,0:01:58.096021,0:00:01.862241
COAD_13,S2,S5,93,8184,0.667,0.817,0:02:32.948911,0:00:23.527013,0:01:58.246159,0:00:01.844266
COAD_13,S2,S7,93,7883,0.14,0.355,0:02:34.782247,0:00:30.144958,0:01:53.748998,0:00:01.770467
lung-lesion_1,PRO-SPC,HE,78,11600,0.115,0.346,0:03:08.663550,0:00:14.176204,0:02:44.033581,0:00:02.554067
lung-lesion_1,KI67,HE,78,11600,0.013,0.051,0:03:08.480968,0:00:14.570575,0:02:43.953552,0:00:02.434406
lung-lesion_1,CC10,HE,78,11600,0.038,0.205,0:03:07.302733,0:00:12.356685,0:02:44.119293,0:00:02.640013
lung-lesion_1,KI67,PRO-SPC,78,11573,0.077,0.179,0:03:08.275136,0:00:14.559173,0:02:43.657631,0:00:02.559544
lung-lesion_1,CC10,PRO-SPC,78,11573,0.308,0.397,0:03:09.640576,0:00:14.953514,0:02:44.576284,0:00:02.447937
lung-lesion_1,CC10,KI67,78,11580,0.128,0.218,0:03:06.284973,0:00:12.544307,0:02:43.722370,0:00:02.461552
breast_2,HER2,HE,50,11429,0.06,0.18,0:03:35.498320,0:00:39.471776,0:02:43.935729,0:00:02.266074
lung-lobes_3,KI67,PRO-SPC,80,7604,0.175,0.375,0:02:11.908606,0:00:12.723959,0:01:49.007360,0:00:01.734962
lung-lobes_3,CD31,PRO-SPC,80,7604,0.575,0.8,0:02:12.277649,0:00:12.753877,0:01:48.925802,0:00:01.742555
lung-lobes_3,CC10,PRO-SPC,80,7604,0.475,0.6,0:02:10.751270,0:00:12.399426,0:01:48.939286,0:00:01.684846
lung-lobes_3,CD31,KI67,80,7345,0.25,0.463,0:02:08.265768,0:00:13.119133,0:01:44.999345,0:00:01.546206
lung-lobes_3,CC10,KI67,80,7345,0.212,0.362,0:02:07.092654,0:00:12.787229,0:01:44.787224,0:00:01.833570
lung-lobes_3,CC10,CD31,80,7573,0.312,0.512,0:02:12.510766,0:00:13.989457,0:01:49.105121,0:00:01.635389
COAD_09,S5,S2,72,9484,0.528,0.736,0:02:53.527529,0:00:26.320379,0:02:16.340168,0:00:02.176402
COAD_09,S6,S2,72,9484,0.389,0.5,0:02:52.570799,0:00:25.633186,0:02:16.399719,0:00:02.065369
COAD_09,S1,S2,72,9484,0.681,0.861,0:02:52.014836,0:00:23.262876,0:02:17.902992,0:00:02.293164
COAD_09,S6,S5,72,10042,0.458,0.542,0:03:03.616656,0:00:27.611550,0:02:24.710628,0:00:02.180571
COAD_09,S1,S5,72,10042,0.569,0.778,0:03:06.536136,0:00:30.819529,0:02:24.155136,0:00:02.856733
COAD_09,S1,S6,72,8031,0.389,0.472,0:02:35.157328,0:00:27.704125,0:01:56.945733,0:00:01.648047
COAD_07,S5,S2,68,11612,0.588,0.75,0:03:26.814743,0:00:27.820438,0:02:46.306332,0:00:03.434587
COAD_07,S7,S2,68,11612,0.206,0.397,0:03:27.211247,0:00:28.507998,0:02:47.175815,0:00:02.443416
COAD_07,S7,S5,68,11398,0.338,0.544,0:03:20.291434,0:00:25.968749,0:02:42.430338,0:00:02.412024
breast_3,HE,HER2,39,14308,0.026,0.103,0:04:21.081224,0:00:42.333018,0:03:23.436858,0:00:02.859819
breast_4,HE,HER2,27,11232,0.0,0.0,0:03:26.063028,0:00:36.412737,0:02:38.753074,0:00:01.997710
COAD_06,S7,S5,101,13539,0.426,0.723,0:04:04.867728,0:00:35.609215,0:03:14.653796,0:00:03.590419
COAD_06,S2,S5,101,13539,0.317,0.584,0:04:03.728862,0:00:35.247283,0:03:14.088739,0:00:03.622167
COAD_06,S2,S7,101,12693,0.426,0.644,0:03:57.314284,0:00:40.738274,0:03:02.151105,0:00:03.217712
COAD_01,S1,S7,61,13879,0.066,0.164,0:04:22.705956,0:00:50.765644,0:03:18.286243,0:00:03.532318
COAD_01,S3,S7,61,13879,0.246,0.443,0:04:22.844167,0:00:50.419694,0:03:18.522399,0:00:03.192868
COAD_01,S6,S7,61,13879,0.082,0.213,0:04:19.542690,0:00:46.710324,0:03:18.808530,0:00:03.114851
COAD_01,S3,S1,61,9221,0.082,0.18,0:03:00.192515,0:00:36.549057,0:02:11.959501,0:00:02.000677
COAD_01,S6,S1,61,9221,0.147,0.279,0:03:06.140893,0:00:41.334021,0:02:12.483726,0:00:02.045442
COAD_01,S6,S3,61,13270,0.082,0.147,0:04:03.504373,0:00:39.485974,0:03:09.885824,0:00:03.610400
gastric_4,CD4,CD68,150,23966,0.007,0.013,0:07:19.648993,0:01:12.646130,0:05:40.792325,0:00:07.336793
COAD_08,S1,S7,68,12857,0.456,0.588,0:03:47.119068,0:00:29.918664,0:03:04.306138,0:00:02.630766
COAD_08,S3,S7,68,12857,0.088,0.132,0:03:52.232690,0:00:34.224807,0:03:04.256920,0:00:02.785960
COAD_08,S6,S7,68,12857,0.338,0.471,0:03:51.743262,0:00:34.075494,0:03:04.193639,0:00:02.632913
COAD_08,S3,S1,68,11353,0.059,0.088,0:03:38.993702,0:00:43.371941,0:02:42.471824,0:00:02.404648
COAD_08,S6,S1,68,11353,0.265,0.485,0:03:39.837502,0:00:43.714095,0:02:42.742682,0:00:02.365301
COAD_08,S6,S3,68,12114,0.044,0.103,0:03:49.579190,0:00:43.054436,0:02:53.233970,0:00:02.728570
gastric_3,CD4,CD68,63,14912,0.0,0.0,0:04:32.883830,0:00:44.536695,0:03:33.203584,0:00:03.340594
gastric_5,CD68,CD4,79,14485,0.0,0.0,0:04:29.406414,0:00:46.084437,0:03:27.319120,0:00:03.467509
gastric_5,EBV,CD4,79,14485,0.291,0.43,0:04:29.969355,0:00:45.946785,0:03:28.059177,0:00:03.114695
gastric_5,EBV,CD68,79,14858,0.0,0.0,0:04:31.150076,0:00:43.492425,0:03:32.529683,0:00:03.228140
COAD_11,S6,S5,70,9931,0.314,0.529,0:03:08.542285,0:00:33.567840,0:02:23.341997,0:00:02.123977
COAD_11,S1,S5,70,9931,0.471,0.643,0:03:08.146145,0:00:34.172629,0:02:22.639358,0:00:02.091648
COAD_11,S2,S5,70,9931,0.229,0.371,0:03:03.633025,0:00:29.096155,0:02:22.841510,0:00:02.689078
COAD_11,S1,S6,70,9564,0.3,0.5,0:03:01.342358,0:00:32.438895,0:02:18.190211,0:00:01.999624
COAD_11,S2,S6,70,9564,0.086,0.243,0:03:00.168499,0:00:31.993794,0:02:17.027551,0:00:02.041790
COAD_11,S2,S1,70,9205,0.071,0.229,0:02:51.635644,0:00:27.609173,0:02:12.603401,0:00:01.913948
mammary-gland_1,HE,NEU,77,3631,0.701,0.818,0:01:02.672396,0:00:03.631771,0:00:52.573676,0:00:00.769299
mammary-gland_1,PR,NEU,77,3631,0.364,0.597,0:01:02.532438,0:00:03.607199,0:00:52.494727,0:00:00.745743
mammary-gland_1,ER,NEU,77,3631,0.493,0.649,0:01:02.499360,0:00:03.622560,0:00:52.537058,0:00:00.707461
mammary-gland_1,PR,HE,77,2178,0.532,0.766,0:00:46.139695,0:00:06.938114,0:00:33.368681,0:00:00.437873
mammary-gland_1,ER,HE,77,2178,0.506,0.74,0:00:46.010671,0:00:06.897109,0:00:33.396193,0:00:00.438039
mammary-gland_1,ER,PR,77,2587,0.364,0.558,0:00:49.820789,0:00:05.396795,0:00:38.105125,0:00:00.545916
lung-lesion_2,KI67,CC10,96,4813,0.229,0.458,0:01:25.726055,0:00:08.707520,0:01:09.472279,0:00:01.116340
lung-lesion_2,HE,CC10,96,4813,0.125,0.26,0:01:27.262078,0:00:10.272199,0:01:09.523201,0:00:01.089577
lung-lesion_2,PRO-SPC,CC10,96,4813,0.292,0.438,0:01:26.925558,0:00:10.242521,0:01:09.281083,0:00:01.159571
lung-lesion_2,HE,KI67,96,4892,0.073,0.167,0:01:26.835843,0:00:07.198674,0:01:11.235251,0:00:01.147522
lung-lesion_2,PRO-SPC,KI67,96,4892,0.271,0.458,0:01:24.886781,0:00:07.172403,0:01:10.414438,0:00:01.193132
lung-lesion_2,PRO-SPC,HE,96,5060,0.135,0.25,0:01:28.658222,0:00:07.922297,0:01:13.273770,0:00:01.173662
COAD_20,S7,S5,83,9199,0.048,0.12,0:03:05.286819,0:00:41.098654,0:02:12.421184,0:00:02.022021
COAD_20,S2,S5,83,9199,0.072,0.157,0:03:04.644387,0:00:41.476198,0:02:11.935215,0:00:02.175994
COAD_20,S2,S7,83,8355,0.012,0.036,0:02:44.064281,0:00:32.384676,0:02:00.798621,0:00:01.844848
COAD_19,S1,S5,124,13679,0.266,0.427,0:04:13.137833,0:00:42.551464,0:03:15.146528,0:00:04.094766
COAD_19,S3,S5,124,13679,0.403,0.581,0:04:13.378120,0:00:42.644494,0:03:14.842636,0:00:03.833922
COAD_19,S8,S5,124,13679,0.427,0.556,0:04:14.184039,0:00:42.250404,0:03:15.035222,0:00:03.993737
COAD_19,S6,S5,124,13679,0.492,0.685,0:04:15.005273,0:00:42.414825,0:03:15.492529,0:00:04.613798
COAD_19,S3,S1,124,10874,0.242,0.427,0:03:29.110294,0:00:38.369565,0:02:35.873487,0:00:02.981746
COAD_19,S8,S1,124,10874,0.242,0.403,0:03:31.261148,0:00:39.160576,0:02:36.289668,0:00:03.334617
COAD_19,S6,S1,124,10874,0.298,0.411,0:03:27.540511,0:00:35.622430,0:02:37.033911,0:00:03.214209
COAD_19,S8,S3,124,12877,0.21,0.355,0:03:54.566808,0:00:32.513809,0:03:05.206031,0:00:03.474693
COAD_19,S6,S3,124,12877,0.637,0.774,0:03:50.795416,0:00:31.902874,0:03:03.469589,0:00:03.333521
COAD_19,S6,S8,124,14400,0.5,0.669,0:04:26.850918,0:00:46.177914,0:03:24.490571,0:00:03.726017
COAD_18,S7,S5,103,4150,0.34,0.534,0:01:24.206131,0:00:14.898963,0:01:01.498332,0:00:01.026473
COAD_18,S2,S5,103,4150,0.301,0.476,0:01:23.493812,0:00:15.077841,0:01:00.892864,0:00:00.958391
COAD_18,S2,S7,103,3870,0.262,0.485,0:01:18.048852,0:00:13.666146,0:00:56.688500,0:00:00.924261
COAD_10,S6,S7,77,13558,0.091,0.312,0:04:00.028022,0:00:38.187369,0:03:10.373676,0:00:02.770442
COAD_10,S1,S7,77,13558,0.286,0.468,0:03:52.430112,0:00:36.448895,0:03:03.313716,0:00:02.771342
COAD_10,S4,S7,77,13558,0.208,0.429,0:03:49.298999,0:00:35.235146,0:03:02.409687,0:00:02.692417
COAD_10,S1,S6,77,8618,0.195,0.429,0:02:35.800014,0:00:28.128908,0:01:57.099479,0:00:01.688258
COAD_10,S4,S6,77,8618,0.26,0.364,0:02:35.372116,0:00:28.125947,0:01:57.428036,0:00:01.705217
COAD_10,S4,S1,77,10674,0.442,0.688,0:03:11.921257,0:00:36.480208,0:02:25.065521,0:00:02.123355
lung-lesion_3,CC10,KI67,80,10293,0.125,0.287,0:02:41.257319,0:00:14.521515,0:02:17.253049,0:00:02.618638
lung-lesion_3,PRO-SPC,KI67,80,10293,0.212,0.388,0:02:40.992991,0:00:14.438849,0:02:17.629560,0:00:02.122019
lung-lesion_3,HE,KI67,80,10293,0.05,0.175,0:02:41.836030,0:00:14.627706,0:02:18.201675,0:00:02.106503
lung-lesion_3,PRO-SPC,CC10,80,10280,0.35,0.588,0:02:43.515004,0:00:16.949404,0:02:17.792094,0:00:02.181223
lung-lesion_3,HE,CC10,80,10280,0.05,0.15,0:02:42.202028,0:00:16.915679,0:02:16.726073,0:00:02.089985
lung-lesion_3,HE,PRO-SPC,80,10288,0.125,0.212,0:02:38.952668,0:00:13.182219,0:02:17.195739,0:00:02.078603
COAD_17,S6,S5,139,8544,0.446,0.597,0:02:30.782224,0:00:22.114971,0:01:57.343432,0:00:02.190695
COAD_17,S1,S5,139,8544,0.302,0.626,0:02:30.344927,0:00:22.230969,0:01:56.704980,0:00:02.172923
COAD_17,S2,S5,139,8544,0.324,0.525,0:02:33.542971,0:00:25.335992,0:01:56.209813,0:00:02.155724
COAD_17,S1,S6,139,7343,0.698,0.856,0:02:16.531110,0:00:26.236558,0:01:39.527289,0:00:01.872817
COAD_17,S2,S6,139,7343,0.734,0.935,0:02:19.091834,0:00:27.089515,0:01:40.713504,0:00:01.837194
COAD_17,S2,S1,139,7032,0.763,0.863,0:02:14.331639,0:00:25.919746,0:01:37.262702,0:00:01.831333
COAD_03,S2,S5,72,7726,0.736,0.917,0:02:25.673048,0:00:29.794335,0:01:45.438077,0:00:01.526153
COAD_04,S5,S2,80,10400,0.5,0.713,0:03:01.857513,0:00:30.938577,0:02:20.145921,0:00:02.175191
lung-lobes_1,CC10,CD31,98,5425,0.194,0.429,0:01:33.766674,0:00:10.324363,0:01:13.996985,0:00:01.222697
lung-lobes_1,KI67,CD31,98,5425,0.112,0.214,0:01:34.199908,0:00:10.782573,0:01:14.250596,0:00:01.386306
lung-lobes_1,PRO-SPC,CD31,98,5425,0.357,0.561,0:01:33.266725,0:00:10.465217,0:01:14.656153,0:00:01.207106
lung-lobes_1,KI67,CC10,98,6167,0.092,0.153,0:01:46.000099,0:00:12.650160,0:01:24.436737,0:00:01.376715
lung-lobes_1,PRO-SPC,CC10,98,6167,0.398,0.571,0:01:45.152007,0:00:12.925046,0:01:23.954042,0:00:01.328378
lung-lobes_1,PRO-SPC,KI67,98,7763,0.102,0.214,0:01:58.585220,0:00:06.603361,0:01:43.250397,0:00:01.656095
COAD_02,S3,S7,64,6835,0.203,0.344,0:02:05.630605,0:00:24.290537,0:01:32.715364,0:00:01.333001
COAD_02,S6,S7,64,6835,0.5,0.703,0:02:07.444335,0:00:24.572300,0:01:33.842718,0:00:01.313598
COAD_02,S2,S7,64,6835,0.141,0.375,0:02:07.488261,0:00:24.553054,0:01:34.620866,0:00:01.315683
COAD_02,S6,S3,64,8986,0.109,0.234,0:02:31.552830,0:00:18.238505,0:02:04.404773,0:00:01.708625
COAD_02,S2,S3,64,8986,0.609,0.781,0:02:24.308234,0:00:15.823125,0:01:59.801518,0:00:01.700473
COAD_02,S2,S6,64,7942,0.094,0.312,0:02:22.005084,0:00:25.603852,0:01:47.860727,0:00:01.505229
COAD_05,S7,S5-V1,92,6591,0.435,0.609,0:01:57.181031,0:00:18.277893,0:01:30.066139,0:00:01.408253
COAD_05,S6,S5-V1,92,6591,0.315,0.478,0:01:57.987438,0:00:18.314265,0:01:30.924839,0:00:01.387289
COAD_05,S2,S5-V1,92,6591,0.793,0.924,0:01:54.860269,0:00:16.121114,0:01:30.048692,0:00:01.377268
COAD_05,S6,S7,92,6330,0.206,0.348,0:01:53.808575,0:00:19.321446,0:01:26.113266,0:00:01.372766
COAD_05,S2,S7,92,6330,0.348,0.511,0:01:56.386499,0:00:22.025448,0:01:25.844633,0:00:01.382038
COAD_05,S2,S6,92,6425,0.413,0.565,0:01:58.074622,0:00:21.524677,0:01:28.139731,0:00:01.424617
gastric_9,CD4,CD68,155,16455,0.155,0.316,0:04:45.206630,0:00:42.920600,0:03:43.360888,0:00:04.436138
mammary-gland_2,PR.129048322,HE.129048254,76,3024,0.605,0.829,0:00:55.195624,0:00:06.967246,0:00:42.536075,0:00:00.637048
mammary-gland_2,ER.129048141,HE.129048254,76,3024,0.105,0.276,0:00:55.053987,0:00:07.008504,0:00:42.613475,0:00:00.617206
mammary-gland_2,HE,HE.129048254,76,3024,0.632,0.842,0:00:54.926569,0:00:06.941669,0:00:42.387737,0:00:00.617309
mammary-gland_2,ER,HE.129048254,76,3024,0.461,0.671,0:00:55.086077,0:00:06.953282,0:00:42.326899,0:00:00.610821
mammary-gland_2,PR,HE.129048254,76,3024,0.289,0.579,0:00:54.377046,0:00:06.773814,0:00:42.202940,0:00:00.618741
mammary-gland_2,NEU,HE.129048254,76,3024,0.605,0.829,0:00:54.216898,0:00:05.916858,0:00:42.607179,0:00:00.618453
mammary-gland_2,ER.129048141,PR.129048322,76,2530,0.092,0.21,0:00:48.933722,0:00:07.397788,0:00:36.208293,0:00:00.480997
mammary-gland_2,HE,PR.129048322,76,2530,0.25,0.513,0:00:48.942420,0:00:07.355818,0:00:36.199425,0:00:00.482014
mammary-gland_2,ER,PR.129048322,76,2530,0.408,0.592,0:00:49.319496,0:00:07.432741,0:00:36.391966,0:00:00.477138
mammary-gland_2,PR,PR.129048322,76,2530,0.408,0.697,0:00:49.595311,0:00:07.558770,0:00:36.240628,0:00:00.484479
mammary-gland_2,NEU,PR.129048322,76,2530,0.329,0.5,0:00:48.414444,0:00:06.513803,0:00:36.489069,0:00:00.526938
mammary-gland_2,HE,ER.129048141,76,3210,0.276,0.421,0:00:52.800811,0:00:02.767503,0:00:43.969984,0:00:00.690489
mammary-gland_2,ER,ER.129048141,76,3210,0.434,0.632,0:00:52.092094,0:00:02.608959,0:00:43.708714,0:00:00.681778
mammary-gland_2,PR,ER.129048141,76,3210,0.132,0.342,0:00:50.253692,0:00:02.322076,0:00:42.619220,0:00:00.656535
mammary-gland_2,NEU,ER.129048141,76,3210,0.368,0.553,0:00:53.562781,0:00:02.609553,0:00:43.587275,0:00:00.684474
mammary-gland_2,ER,HE,76,2872,0.184,0.408,0:00:53.665628,0:00:06.680148,0:00:40.207954,0:00:00.533083
mammary-gland_2,PR,HE,76,2872,0.276,0.513,0:00:51.112478,0:00:05.807528,0:00:39.894115,0:00:00.577309
mammary-gland_2,NEU,HE,76,2872,0.447,0.566,0:00:52.124962,0:00:06.457563,0:00:39.986860,0:00:00.605773
mammary-gland_2,PR,ER,76,4782,0.197,0.395,0:01:18.212610,0:00:07.371702,0:01:04.640750,0:00:00.982372
mammary-gland_2,NEU,ER,76,4782,0.671,0.776,0:01:17.737585,0:00:06.677041,0:01:04.948239,0:00:00.926183
mammary-gland_2,NEU,PR,76,3210,0.382,0.474,0:00:54.348288,0:00:04.921484,0:00:43.786892,0:00:00.637266
gastric_6,CD4,CD68,115,11947,0.261,0.374,0:03:30.872387,0:00:34.388024,0:02:42.944824,0:00:02.814419
gastric_6,EBV,CD68,115,11947,0.174,0.304,0:03:27.720274,0:00:33.635134,0:02:40.889122,0:00:02.781498
gastric_6,EBV,CD4,115,11934,0.322,0.487,0:03:31.198874,0:00:35.104847,0:02:42.119880,0:00:02.742673
gastric_8,CD8,CD4,53,11969,0.075,0.151,0:03:29.495631,0:00:34.784077,0:02:43.123067,0:00:02.081443
gastric_1,CD4,CD68,79,7545,0.24,0.367,0:02:12.009291,0:00:19.261343,0:01:43.453471,0:00:01.863567
kidney_4,PAS,MAS,33,2780,0.273,0.576,0:01:00.811095,0:00:14.853909,0:00:39.250324,0:00:00.478247
breast_5,HE,HER2,8,12330,0.0,0.0,0:03:32.400985,0:00:34.159192,0:02:47.755083,0:00:01.716582
gastric_7,CD4,CD68,61,25330,0.164,0.246,0:07:01.141217,0:01:01.507414,0:05:42.703963,0:00:04.660611
COAD_16,S6,S5,130,13606,0.538,0.623,0:03:43.768347,0:00:26.521218,0:03:02.844431,0:00:03.538844
breast_1,HE,HER2,80,16162,0.0,0.0,0:05:03.420939,0:01:07.513946,0:03:40.298801,0:00:03.278003
gastric_2,CD4,CD68,83,8003,0.0,0.012,0:02:30.316899,0:00:30.020893,0:01:49.921993,0:00:01.625722
COAD_14,S3,S5,116,13955,0.078,0.181,0:03:56.251361,0:00:32.614856,0:03:08.004042,0:00:03.259593
kidney_3,MAS,PAS,80,2793,0.25,0.45,0:01:01.484055,0:00:14.680593,0:00:39.745351,0:00:00.586954
,,,,,,,,,,
Total,,,33678,3244040,0.279,0.423,17:34:19.288934,2:29:54.884622,13:53:41.554053,0:15:37.708794
Mean,,,,,,,0:02:45.600233,0:00:23.546818,0:02:10.946477,0:00:02.454735
