tissue,dye1,dye2,Nb of landmarks (dye 1),Nb of tiles (dye 2),top-1-accuracy,top-5-accuracy,time (h:m:s),Time to get patches (dye2),Features extraction time (dye2),Comparison time
mice-kidney_1,PAS.129057595,CD31.129057244,131,6038,0.038,0.084,0:06:24.405298,0:00:27.943654,0:05:35.770214,0:00:07.579781
mice-kidney_1,PAS.129057595,PAS.129057758,131,6074,0.282,0.458,0:06:11.857497,0:00:13.852356,0:05:36.288875,0:00:08.936354
COAD_15,S5,S2,163,13049,0.46,0.706,0:13:22.412313,0:00:39.131363,0:12:04.281161,0:00:20.057352
COAD_12,S6,S5,71,8858,0.817,0.887,0:09:00.717183,0:00:32.266892,0:08:09.804016,0:00:08.246812
COAD_12,S1,S5,71,8858,0.408,0.62,0:09:03.342288,0:00:32.492314,0:08:12.099068,0:00:08.041098
COAD_12,S2,S5,71,8858,0.859,0.915,0:09:03.115876,0:00:32.228630,0:08:11.862907,0:00:08.142458
COAD_12,S1,S6,71,8071,0.606,0.704,0:08:10.694730,0:00:27.470838,0:07:25.560296,0:00:07.553186
COAD_12,S2,S6,71,8071,0.93,0.958,0:07:39.430757,0:00:24.490179,0:06:54.585484,0:00:08.135231
COAD_12,S2,S1,71,7765,0.69,0.789,0:07:55.717861,0:00:27.005221,0:07:10.899155,0:00:07.349106
lung-lobes_4,CD31,PRO-SPC,89,6906,0.697,0.809,0:06:53.154381,0:00:14.157197,0:06:20.746544,0:00:06.931482
lung-lobes_4,CC10,PRO-SPC,89,6906,0.753,0.91,0:06:53.841178,0:00:14.203804,0:06:21.334111,0:00:06.960337
lung-lobes_4,KI67,PRO-SPC,89,6906,0.371,0.573,0:06:55.246031,0:00:14.255977,0:06:22.135000,0:00:06.881160
lung-lobes_4,CC10,CD31,89,6300,0.607,0.843,0:06:20.751762,0:00:15.056900,0:05:48.049039,0:00:06.507744
lung-lobes_4,KI67,CD31,89,6300,0.461,0.685,0:06:19.864663,0:00:15.090926,0:05:46.908870,0:00:06.393053
lung-lobes_4,KI67,CC10,89,6525,0.315,0.517,0:06:37.574118,0:00:19.506905,0:06:00.107998,0:00:06.643497
COAD_13,S7,S5,93,8184,0.516,0.742,0:08:18.540601,0:00:23.617169,0:07:34.724082,0:00:08.479109
COAD_13,S2,S5,93,8184,0.892,0.946,0:08:17.774148,0:00:24.213537,0:07:31.438683,0:00:09.548597
COAD_13,S2,S7,93,7883,0.548,0.72,0:08:09.249993,0:00:30.851623,0:07:17.342083,0:00:08.753295
lung-lesion_1,PRO-SPC,HE,78,11600,0.064,0.231,0:11:18.221214,0:00:14.364800,0:10:42.025886,0:00:11.162728
lung-lesion_1,KI67,HE,78,11600,0.09,0.141,0:10:39.218672,0:00:14.555496,0:09:59.401358,0:00:12.469754
lung-lesion_1,CC10,HE,78,11600,0.141,0.269,0:11:15.314538,0:00:12.593238,0:10:40.874533,0:00:11.592278
lung-lesion_1,KI67,PRO-SPC,78,11573,0.167,0.269,0:11:03.259507,0:00:14.935463,0:10:27.861674,0:00:10.594460
lung-lesion_1,CC10,PRO-SPC,78,11573,0.308,0.397,0:09:05.591877,0:00:12.706616,0:08:35.920288,0:00:07.736832
lung-lesion_1,CC10,KI67,78,11580,0.231,0.321,0:08:43.472702,0:00:09.086936,0:08:18.392339,0:00:08.019266
breast_2,HER2,HE,50,11429,0.08,0.16,0:08:58.491656,0:00:28.288689,0:08:14.061106,0:00:06.885276
lung-lobes_3,KI67,PRO-SPC,80,7604,0.362,0.487,0:05:50.228330,0:00:09.418811,0:05:26.061421,0:00:05.409791
lung-lobes_3,CD31,PRO-SPC,80,7604,0.65,0.812,0:05:01.768586,0:00:09.114686,0:04:37.915574,0:00:05.709570
lung-lobes_3,CC10,PRO-SPC,80,7604,0.625,0.7,0:05:51.172703,0:00:10.352316,0:05:27.007183,0:00:05.374346
lung-lobes_3,CD31,KI67,80,7345,0.388,0.613,0:05:41.237646,0:00:10.187275,0:05:17.260974,0:00:04.987229
lung-lobes_3,CC10,KI67,80,7345,0.375,0.55,0:05:40.512837,0:00:10.238621,0:05:17.280712,0:00:04.970042
lung-lobes_3,CC10,CD31,80,7573,0.5,0.75,0:05:50.426279,0:00:10.888935,0:05:25.855722,0:00:05.188592
COAD_09,S5,S2,72,9484,0.75,0.861,0:07:26.360685,0:00:19.588017,0:06:51.691016,0:00:06.224173
COAD_09,S6,S2,72,9484,0.528,0.611,0:07:25.409863,0:00:19.666363,0:06:50.782967,0:00:06.403682
COAD_09,S1,S2,72,9484,0.681,0.833,0:07:24.975514,0:00:19.335270,0:06:50.857031,0:00:06.271092
COAD_09,S6,S5,72,10042,0.403,0.542,0:07:54.471750,0:00:23.422311,0:07:15.951968,0:00:06.625762
COAD_09,S1,S5,72,10042,0.583,0.722,0:07:52.674246,0:00:22.988937,0:07:14.431982,0:00:06.729392
COAD_09,S1,S6,72,8031,0.347,0.417,0:06:22.521666,0:00:22.181781,0:05:46.816735,0:00:05.392017
COAD_07,S5,S2,68,11612,0.838,0.956,0:09:03.650841,0:00:24.246431,0:08:22.457710,0:00:07.503030
COAD_07,S7,S2,68,11612,0.441,0.574,0:09:04.132978,0:00:24.186612,0:08:22.790978,0:00:07.526523
COAD_07,S7,S5,68,11398,0.618,0.794,0:08:51.744118,0:00:22.282161,0:08:13.063126,0:00:07.445915
breast_3,HE,HER2,39,14308,0.077,0.103,0:11:14.008683,0:00:35.812241,0:10:18.735999,0:00:08.222243
breast_4,HE,HER2,27,11232,0.0,0.037,0:08:52.220096,0:00:30.630962,0:08:08.276670,0:00:05.693089
COAD_06,S7,S5,101,13539,0.663,0.832,0:10:38.934317,0:00:27.661656,0:09:47.584216,0:00:10.092782
COAD_06,S2,S5,101,13539,0.485,0.693,0:10:37.508370,0:00:25.111337,0:09:50.624448,0:00:10.063783
COAD_06,S2,S7,101,12693,0.624,0.812,0:10:00.733766,0:00:27.950913,0:09:11.800892,0:00:09.368348
COAD_01,S1,S7,61,13879,0.197,0.279,0:10:56.908276,0:00:38.852610,0:09:59.703348,0:00:08.818704
COAD_01,S3,S7,61,13879,0.377,0.607,0:10:59.752373,0:00:39.644496,0:10:00.952604,0:00:08.679616
COAD_01,S6,S7,61,13879,0.23,0.393,0:10:59.182980,0:00:39.026753,0:10:01.317335,0:00:08.682024
COAD_01,S3,S1,61,9221,0.098,0.23,0:07:25.736820,0:00:30.839437,0:06:39.918224,0:00:05.700086
COAD_01,S6,S1,61,9221,0.328,0.508,0:07:26.263910,0:00:31.518652,0:06:39.454326,0:00:05.766118
COAD_01,S6,S3,61,13270,0.147,0.213,0:10:23.087058,0:00:30.178490,0:09:34.908759,0:00:08.233596
gastric_4,CD4,CD68,150,23966,0.04,0.093,0:18:58.787107,0:00:56.576743,0:17:20.886673,0:00:21.192814
COAD_08,S1,S7,68,12857,0.632,0.735,0:09:59.800007,0:00:25.353567,0:09:15.760806,0:00:08.432205
COAD_08,S3,S7,68,12857,0.221,0.382,0:10:01.580863,0:00:25.838418,0:09:16.686356,0:00:08.306224
COAD_08,S6,S7,68,12857,0.412,0.706,0:10:00.098221,0:00:25.397426,0:09:15.560720,0:00:08.313506
COAD_08,S3,S1,68,11353,0.221,0.426,0:09:01.470315,0:00:31.742892,0:08:12.163942,0:00:07.435110
COAD_08,S6,S1,68,11353,0.471,0.647,0:09:01.622135,0:00:32.189904,0:08:11.709519,0:00:07.427484
COAD_08,S6,S3,68,12114,0.191,0.294,0:09:35.407046,0:00:32.442672,0:08:44.257612,0:00:08.141214
gastric_3,CD4,CD68,63,14912,0.016,0.111,0:11:45.135795,0:00:34.614341,0:10:49.637530,0:00:09.304157
gastric_5,CD68,CD4,79,14485,0.0,0.0,0:11:26.584553,0:00:36.185275,0:10:27.799197,0:00:10.170270
gastric_5,EBV,CD4,79,14485,0.683,0.747,0:11:25.164435,0:00:34.336842,0:10:28.817410,0:00:09.746081
gastric_5,EBV,CD68,79,14858,0.0,0.013,0:11:39.055977,0:00:33.255446,0:10:43.755491,0:00:10.044810
COAD_11,S6,S5,70,9931,0.529,0.7,0:07:52.480407,0:00:26.024038,0:07:10.450747,0:00:06.707310
COAD_11,S1,S5,70,9931,0.657,0.743,0:07:45.979403,0:00:25.435872,0:07:05.291659,0:00:06.280220
COAD_11,S2,S5,70,9931,0.429,0.629,0:06:34.786060,0:00:23.008576,0:05:56.588987,0:00:06.706854
COAD_11,S1,S6,70,9564,0.5,0.629,0:07:33.747029,0:00:24.734300,0:06:52.415767,0:00:07.298190
COAD_11,S2,S6,70,9564,0.329,0.543,0:07:30.281317,0:00:24.691339,0:06:50.954562,0:00:06.045401
COAD_11,S2,S1,70,9205,0.286,0.514,0:07:09.189722,0:00:20.305073,0:06:34.444826,0:00:05.806440
mammary-gland_1,HE,NEU,77,3631,0.896,0.948,0:02:44.987125,0:00:03.098719,0:02:33.676757,0:00:02.390407
mammary-gland_1,PR,NEU,77,3631,0.519,0.714,0:02:44.706322,0:00:03.032497,0:02:33.619538,0:00:02.405072
mammary-gland_1,ER,NEU,77,3631,0.818,0.857,0:02:45.064461,0:00:02.975840,0:02:34.058872,0:00:02.398896
mammary-gland_1,PR,HE,77,2178,0.714,0.883,0:01:45.332344,0:00:04.890807,0:01:33.628314,0:00:01.449042
mammary-gland_1,ER,HE,77,2178,0.831,0.935,0:01:45.000137,0:00:05.003065,0:01:33.187251,0:00:01.458420
mammary-gland_1,ER,PR,77,2587,0.649,0.779,0:02:01.490520,0:00:04.480918,0:01:49.923127,0:00:01.685354
lung-lesion_2,KI67,CC10,96,4813,0.323,0.51,0:03:44.052618,0:00:07.644173,0:03:26.024896,0:00:03.464321
lung-lesion_2,HE,CC10,96,4813,0.125,0.25,0:03:42.872741,0:00:07.378515,0:03:25.075581,0:00:03.498875
lung-lesion_2,PRO-SPC,CC10,96,4813,0.427,0.625,0:03:42.931700,0:00:07.514400,0:03:24.891390,0:00:03.489489
lung-lesion_2,HE,KI67,96,4892,0.104,0.208,0:03:44.802098,0:00:05.368571,0:03:29.025231,0:00:03.518971
lung-lesion_2,PRO-SPC,KI67,96,4892,0.208,0.417,0:03:43.446093,0:00:05.152379,0:03:28.079933,0:00:03.457715
lung-lesion_2,PRO-SPC,HE,96,5060,0.146,0.26,0:03:52.356445,0:00:05.744703,0:03:36.057624,0:00:03.697383
COAD_20,S7,S5,83,9199,0.145,0.253,0:07:20.387393,0:00:30.431328,0:06:34.735739,0:00:06.130037
COAD_20,S2,S5,83,9199,0.337,0.458,0:07:20.082832,0:00:29.936014,0:06:34.721433,0:00:06.274003
COAD_20,S2,S7,83,8355,0.012,0.096,0:06:36.784137,0:00:23.451499,0:05:58.888767,0:00:05.656579
COAD_19,S1,S5,124,13679,0.411,0.589,0:10:41.934640,0:00:31.606573,0:09:46.657005,0:00:11.041404
COAD_19,S3,S5,124,13679,0.718,0.887,0:10:40.349408,0:00:31.304980,0:09:45.040911,0:00:10.944585
COAD_19,S8,S5,124,13679,0.847,0.944,0:10:39.843011,0:00:30.940676,0:09:44.152014,0:00:11.059120
COAD_19,S6,S5,124,13679,0.863,0.968,0:10:40.597775,0:00:31.508865,0:09:45.258888,0:00:10.897701
COAD_19,S3,S1,124,10874,0.516,0.685,0:08:35.223683,0:00:26.470012,0:07:47.762624,0:00:08.808841
COAD_19,S8,S1,124,10874,0.411,0.605,0:07:29.809176,0:00:26.289119,0:06:42.331587,0:00:09.387167
COAD_19,S6,S1,124,10874,0.589,0.718,0:08:35.310905,0:00:28.293465,0:07:46.033226,0:00:08.869916
COAD_19,S8,S3,124,12877,0.508,0.694,0:09:58.265421,0:00:23.863082,0:09:11.109577,0:00:10.544311
COAD_19,S6,S3,124,12877,0.815,0.903,0:09:58.146845,0:00:23.672063,0:09:11.683635,0:00:10.442332
COAD_19,S6,S8,124,14400,0.863,0.96,0:11:15.424156,0:00:33.458190,0:10:17.762152,0:00:11.492408
COAD_18,S7,S5,103,4150,0.728,0.893,0:03:21.185034,0:00:10.724048,0:02:58.824852,0:00:03.823920
COAD_18,S2,S5,103,4150,0.583,0.796,0:03:21.234123,0:00:11.266435,0:02:59.134053,0:00:03.081135
COAD_18,S2,S7,103,3870,0.495,0.699,0:03:06.751787,0:00:10.154502,0:02:46.292272,0:00:02.843650
COAD_10,S6,S7,77,13558,0.377,0.493,0:10:27.605229,0:00:29.276705,0:09:40.154944,0:00:08.876407
COAD_10,S1,S7,77,13558,0.584,0.727,0:10:27.771779,0:00:29.100027,0:09:39.544100,0:00:08.787103
COAD_10,S4,S7,77,13558,0.493,0.701,0:10:27.264155,0:00:29.176032,0:09:39.643225,0:00:08.798540
COAD_10,S1,S6,77,8618,0.416,0.623,0:06:47.535803,0:00:23.436601,0:06:08.974074,0:00:05.697373
COAD_10,S4,S6,77,8618,0.48,0.675,0:06:48.561306,0:00:23.238250,0:06:11.056604,0:00:05.716249
COAD_10,S4,S1,77,10674,0.688,0.831,0:08:23.134620,0:00:30.495290,0:07:36.801081,0:00:06.973833
lung-lesion_3,CC10,KI67,80,10293,0.05,0.325,0:07:45.807296,0:00:12.306875,0:07:18.915456,0:00:06.940933
lung-lesion_3,PRO-SPC,KI67,80,10293,0.237,0.362,0:07:47.117095,0:00:12.138090,0:07:19.879679,0:00:07.008291
lung-lesion_3,HE,KI67,80,10293,0.037,0.125,0:07:45.459727,0:00:12.292264,0:07:18.579297,0:00:06.905078
lung-lesion_3,PRO-SPC,CC10,80,10280,0.4,0.625,0:07:48.443111,0:00:14.096959,0:07:19.988375,0:00:06.921534
lung-lesion_3,HE,CC10,80,10280,0.087,0.212,0:07:47.993786,0:00:13.728277,0:07:20.024629,0:00:06.899264
lung-lesion_3,HE,PRO-SPC,80,10288,0.15,0.237,0:07:46.986524,0:00:12.619553,0:07:19.821076,0:00:07.189998
COAD_17,S6,S5,139,8544,0.806,0.935,0:06:46.633938,0:00:21.527383,0:06:06.190349,0:00:07.095157
COAD_17,S1,S5,139,8544,0.532,0.748,0:06:47.230257,0:00:21.022612,0:06:07.222569,0:00:07.140606
COAD_17,S2,S5,139,8544,0.619,0.849,0:06:48.649213,0:00:21.013004,0:06:08.274013,0:00:07.215336
COAD_17,S1,S6,139,7343,0.82,0.906,0:05:57.092911,0:00:25.678938,0:05:13.926630,0:00:06.304949
COAD_17,S2,S6,139,7343,0.899,0.986,0:05:58.306024,0:00:25.746562,0:05:14.490361,0:00:06.429103
COAD_17,S2,S1,139,7032,0.82,0.892,0:05:42.377008,0:00:24.290768,0:05:00.841282,0:00:05.820229
COAD_03,S2,S5,72,7726,0.972,1.0,0:06:12.546195,0:00:28.136268,0:05:30.448037,0:00:04.951749
COAD_04,S5,S2,80,10400,0.762,0.875,0:08:07.760055,0:00:25.766945,0:07:25.676119,0:00:07.109174
lung-lobes_1,CC10,CD31,98,5425,0.316,0.449,0:04:12.347929,0:00:09.107393,0:03:50.802956,0:00:03.878002
lung-lobes_1,KI67,CD31,98,5425,0.122,0.337,0:04:13.145404,0:00:08.828358,0:03:51.566573,0:00:03.921534
lung-lobes_1,PRO-SPC,CD31,98,5425,0.459,0.592,0:04:13.191068,0:00:09.190046,0:03:51.814441,0:00:03.896069
lung-lobes_1,KI67,CC10,98,6167,0.122,0.265,0:04:46.363095,0:00:10.365577,0:04:23.004344,0:00:04.471240
lung-lobes_1,PRO-SPC,CC10,98,6167,0.439,0.582,0:04:46.555329,0:00:10.530888,0:04:23.548533,0:00:04.422116
lung-lobes_1,PRO-SPC,KI67,98,7763,0.133,0.276,0:05:49.143609,0:00:05.913018,0:05:29.278988,0:00:05.686524
COAD_02,S3,S7,64,6835,0.516,0.703,0:05:23.731377,0:00:20.565636,0:04:51.382660,0:00:04.259604
COAD_02,S6,S7,64,6835,0.891,0.969,0:05:25.324862,0:00:20.414346,0:04:53.124171,0:00:04.264431
COAD_02,S2,S7,64,6835,0.453,0.625,0:05:23.894589,0:00:20.303709,0:04:51.848505,0:00:04.344112
COAD_02,S6,S3,64,8986,0.344,0.484,0:06:53.324937,0:00:15.110950,0:06:25.125167,0:00:05.660401
COAD_02,S2,S3,64,8986,0.719,0.875,0:06:53.656616,0:00:15.127233,0:06:25.557303,0:00:05.587594
COAD_02,S2,S6,64,7942,0.453,0.703,0:06:14.369669,0:00:21.891252,0:05:40.095205,0:00:04.979916
COAD_05,S7,S5-V1,92,6591,0.62,0.696,0:05:09.805177,0:00:15.276780,0:04:41.443456,0:00:04.707870
COAD_05,S6,S5-V1,92,6591,0.478,0.598,0:05:10.068202,0:00:15.171958,0:04:41.844764,0:00:04.616475
COAD_05,S2,S5-V1,92,6591,0.848,0.88,0:05:09.651105,0:00:15.121984,0:04:41.565703,0:00:04.627510
COAD_05,S6,S7,92,6330,0.413,0.609,0:05:01.673989,0:00:18.362192,0:04:30.635642,0:00:04.473008
COAD_05,S2,S7,92,6330,0.5,0.652,0:05:01.398674,0:00:18.411988,0:04:30.467546,0:00:04.409554
COAD_05,S2,S6,92,6425,0.511,0.674,0:05:05.860335,0:00:17.804823,0:04:35.311212,0:00:04.540936
gastric_9,CD4,CD68,155,16455,0.645,0.761,0:12:56.542698,0:00:33.631627,0:11:51.002674,0:00:14.587923
mammary-gland_2,PR.129048322,HE.129048254,76,3024,0.711,0.829,0:02:23.402713,0:00:06.265449,0:02:09.308293,0:00:02.010834
mammary-gland_2,ER.129048141,HE.129048254,76,3024,0.25,0.513,0:02:22.551991,0:00:05.831191,0:02:09.299847,0:00:02.004981
mammary-gland_2,HE,HE.129048254,76,3024,0.868,0.921,0:02:22.426121,0:00:05.761468,0:02:08.875668,0:00:02.038224
mammary-gland_2,ER,HE.129048254,76,3024,0.737,0.895,0:02:23.028286,0:00:05.845884,0:02:09.588730,0:00:01.976879
mammary-gland_2,PR,HE.129048254,76,3024,0.671,0.855,0:02:22.481218,0:00:05.878572,0:02:09.099822,0:00:02.030015
mammary-gland_2,NEU,HE.129048254,76,3024,0.855,0.921,0:02:24.805418,0:00:05.756272,0:02:09.905977,0:00:02.018976
mammary-gland_2,ER.129048141,PR.129048322,76,2530,0.197,0.434,0:02:01.361166,0:00:05.535848,0:01:48.607912,0:00:01.995227
mammary-gland_2,HE,PR.129048322,76,2530,0.395,0.592,0:02:02.244705,0:00:06.680474,0:01:48.321427,0:00:01.664560
mammary-gland_2,ER,PR.129048322,76,2530,0.605,0.789,0:02:02.202690,0:00:06.051235,0:01:48.930454,0:00:01.652224
mammary-gland_2,PR,PR.129048322,76,2530,0.566,0.829,0:02:02.578517,0:00:06.349038,0:01:49.142083,0:00:01.682235
mammary-gland_2,NEU,PR.129048322,76,2530,0.553,0.697,0:02:01.865598,0:00:06.074637,0:01:48.517185,0:00:01.699092
mammary-gland_2,HE,ER.129048141,76,3210,0.632,0.842,0:02:25.981220,0:00:02.266088,0:02:15.957028,0:00:02.196398
mammary-gland_2,ER,ER.129048141,76,3210,0.605,0.803,0:02:26.538369,0:00:02.246366,0:02:16.409557,0:00:02.115136
mammary-gland_2,PR,ER.129048141,76,3210,0.461,0.658,0:02:26.344818,0:00:02.163299,0:02:16.594059,0:00:02.160466
mammary-gland_2,NEU,ER.129048141,76,3210,0.592,0.776,0:02:26.240099,0:00:02.244859,0:02:16.125585,0:00:02.116915
mammary-gland_2,ER,HE,76,2872,0.276,0.605,0:02:15.899014,0:00:05.478771,0:02:02.885310,0:00:01.882469
mammary-gland_2,PR,HE,76,2872,0.526,0.75,0:02:15.380351,0:00:05.280660,0:02:02.844542,0:00:01.900917
mammary-gland_2,NEU,HE,76,2872,0.605,0.697,0:02:15.081474,0:00:05.235188,0:02:02.268163,0:00:01.895569
mammary-gland_2,PR,ER,76,4782,0.421,0.671,0:03:37.854201,0:00:06.011836,0:03:22.978908,0:00:03.141462
mammary-gland_2,NEU,ER,76,4782,0.882,0.934,0:03:38.751231,0:00:06.091480,0:03:23.869956,0:00:03.087274
mammary-gland_2,NEU,PR,76,3210,0.605,0.737,0:02:28.063925,0:00:04.495348,0:02:15.832129,0:00:02.113442
gastric_6,CD4,CD68,115,11947,0.809,0.913,0:09:21.856485,0:00:28.385951,0:08:32.305935,0:00:09.170714
gastric_6,EBV,CD68,115,11947,0.739,0.835,0:09:22.792343,0:00:28.391792,0:08:33.212692,0:00:09.077492
gastric_6,EBV,CD4,115,11934,0.826,0.948,0:09:21.953825,0:00:27.136860,0:08:33.981558,0:00:09.072468
gastric_8,CD8,CD4,53,11969,0.377,0.528,0:09:20.132237,0:00:27.322434,0:08:34.929076,0:00:08.419211
gastric_1,CD4,CD68,79,7545,0.747,0.785,0:05:52.961344,0:00:17.292291,0:05:22.498107,0:00:05.108026
kidney_4,PAS,MAS,33,2780,0.424,0.697,0:02:18.599499,0:00:12.619800,0:01:59.426849,0:00:01.462699
breast_5,HE,HER2,8,12330,0.0,0.0,0:09:35.247610,0:00:32.853837,0:08:49.378643,0:00:05.839924
gastric_7,CD4,CD68,61,25330,0.262,0.426,0:20:31.187269,0:00:51.443812,0:19:09.498795,0:00:16.844016
COAD_16,S6,S5,130,13606,0.823,0.892,0:11:51.557966,0:00:29.215671,0:10:55.835606,0:00:11.985074
breast_1,HE,HER2,80,16162,0.025,0.037,0:15:15.809658,0:01:08.190269,0:13:40.568025,0:00:12.220102
gastric_2,CD4,CD68,83,8003,0.06,0.133,0:07:30.987683,0:00:29.675822,0:06:44.218257,0:00:06.029118
COAD_14,S3,S5,116,13955,0.181,0.379,0:12:44.705378,0:00:30.827605,0:11:46.249664,0:00:12.311765
kidney_3,MAS,PAS,80,2793,0.438,0.625,0:02:42.972585,0:00:13.297612,0:02:19.174191,0:00:02.200480
,,,,,,,,,,
Total,,,33678,3244040,0.448,0.587,"2 days, 5:02:11.421097",2:14:07.382941,"2 days, 1:01:05.055521",0:37:23.586430
Mean,,,,,,,0:08:19.820474,0:00:21.066447,0:07:41.950407,0:00:05.873263
