tissue,dye1,dye2,Nb of landmarks (dye 1),Nb of tiles (dye 2),top-1-accuracy,top-5-accuracy,time (h:m:s),Time to get patches (dye2),Features extraction time (dye2),Comparison time
COAD_19,S5,S6,124,3843,0.944,0.976,0:05:18.697443,0:00:37.447831,0:04:19.599814,0:00:05.167799
COAD_19,S6,S5,124,3830,0.919,0.968,0:05:22.463959,0:00:44.430183,0:04:17.636492,0:00:04.613032
COAD_19,S5,S1,124,2933,0.798,0.903,0:04:19.422542,0:00:41.458357,0:03:17.275535,0:00:04.414661
COAD_19,S1,S5,124,3830,0.79,0.903,0:05:23.618903,0:00:44.766567,0:04:18.759319,0:00:04.741840
COAD_19,S3,S8,124,4011,0.71,0.863,0:05:40.823520,0:00:49.097594,0:04:30.437997,0:00:04.861944
COAD_19,S8,S3,124,3443,0.774,0.895,0:04:48.736648,0:00:33.476999,0:03:54.049522,0:00:04.121446
COAD_19,S3,S6,124,3843,0.927,0.968,0:05:21.942690,0:00:39.439662,0:04:18.951842,0:00:05.097476
COAD_19,S6,S3,124,3443,0.944,0.976,0:04:46.337965,0:00:33.304244,0:03:53.274906,0:00:04.233778
COAD_19,S3,S1,124,2933,0.677,0.839,0:04:22.403502,0:00:42.119910,0:03:20.678015,0:00:03.621744
COAD_19,S1,S3,124,3443,0.766,0.895,0:04:42.231791,0:00:33.298373,0:03:50.213677,0:00:03.490201
COAD_19,S8,S6,124,3843,0.903,0.968,0:05:05.554777,0:00:35.857962,0:04:10.023318,0:00:03.672829
COAD_19,S6,S8,124,4011,0.903,0.984,0:04:41.080393,0:00:38.243669,0:03:45.968154,0:00:03.338727
COAD_19,S8,S1,124,2933,0.766,0.863,0:03:19.186407,0:00:28.438406,0:02:35.761951,0:00:02.383861
COAD_19,S1,S8,124,4011,0.75,0.863,0:04:23.121050,0:00:33.455734,0:03:34.103009,0:00:04.040445
COAD_19,S6,S1,124,2933,0.766,0.871,0:02:51.623187,0:00:25.442404,0:02:12.067509,0:00:03.256204
COAD_19,S1,S6,124,3843,0.798,0.879,0:04:07.598589,0:00:28.123366,0:03:24.595235,0:00:03.210220
COAD_18,S7,S5,103,1187,0.952,0.981,0:01:24.411860,0:00:11.648360,0:01:03.861156,0:00:00.910359
COAD_18,S5,S7,103,1104,0.903,0.961,0:01:18.540203,0:00:10.471773,0:00:59.241124,0:00:00.834666
COAD_18,S7,S2,103,1218,0.777,0.942,0:01:23.250001,0:00:09.333261,0:01:05.079434,0:00:00.966887
COAD_18,S2,S7,103,1104,0.825,0.922,0:01:18.828376,0:00:10.602704,0:00:59.327826,0:00:00.864775
COAD_18,S5,S2,103,1218,0.806,0.932,0:01:25.593780,0:00:09.974224,0:01:06.052117,0:00:00.971671
COAD_18,S2,S5,103,1187,0.816,0.942,0:01:24.671350,0:00:11.711265,0:01:03.986809,0:00:00.945301
COAD_10,S1,S7,77,3663,0.714,0.896,0:03:57.304222,0:00:29.715520,0:03:15.855607,0:00:02.462240
COAD_10,S7,S1,77,2999,0.805,0.935,0:03:22.015487,0:00:31.069410,0:02:39.514494,0:00:02.023367
COAD_10,S1,S6,77,2368,0.649,0.818,0:02:40.990919,0:00:24.016388,0:02:06.405155,0:00:01.612089
COAD_10,S6,S1,77,2999,0.558,0.779,0:03:22.195202,0:00:31.069621,0:02:40.778235,0:00:01.987374
COAD_10,S1,S4,77,2805,0.844,0.909,0:03:02.423865,0:00:21.678381,0:02:29.642015,0:00:01.889235
COAD_10,S4,S1,77,2999,0.805,0.896,0:03:20.978117,0:00:30.820746,0:02:39.658191,0:00:02.014348
COAD_10,S7,S6,77,2368,0.584,0.792,0:02:42.070230,0:00:24.082369,0:02:06.654990,0:00:01.964388
COAD_10,S6,S7,77,3663,0.571,0.701,0:03:55.523985,0:00:29.329128,0:03:15.123970,0:00:02.516949
COAD_10,S7,S4,77,2805,0.714,0.87,0:03:01.176125,0:00:21.288064,0:02:28.465240,0:00:01.910236
COAD_10,S4,S7,77,3663,0.701,0.857,0:03:55.755000,0:00:29.429520,0:03:15.160605,0:00:02.462636
COAD_10,S6,S4,77,2805,0.623,0.779,0:03:00.098448,0:00:21.402955,0:02:28.533132,0:00:01.886522
COAD_10,S4,S6,77,2368,0.623,0.87,0:02:40.279202,0:00:24.087430,0:02:06.102702,0:00:01.593252
lung-lesion_3,CC10,HE,80,2669,0.25,0.475,0:02:40.032266,0:00:12.677511,0:02:18.306004,0:00:01.849805
lung-lesion_3,HE,CC10,80,2603,0.2,0.375,0:02:39.154906,0:00:14.488417,0:02:15.759765,0:00:01.843576
lung-lesion_3,CC10,KI67,80,2626,0.338,0.525,0:02:37.880616,0:00:13.010201,0:02:15.907466,0:00:01.876885
lung-lesion_3,KI67,CC10,80,2603,0.338,0.613,0:02:38.596030,0:00:14.469306,0:02:15.203510,0:00:01.789126
lung-lesion_3,CC10,PRO-SPC,80,2632,0.775,0.863,0:02:38.764993,0:00:13.428520,0:02:16.409561,0:00:01.844734
lung-lesion_3,PRO-SPC,CC10,80,2603,0.65,0.838,0:02:39.037316,0:00:14.495227,0:02:15.632010,0:00:01.798875
lung-lesion_3,HE,KI67,80,2626,0.188,0.362,0:02:38.951077,0:00:12.972537,0:02:16.902786,0:00:01.826867
lung-lesion_3,KI67,HE,80,2669,0.2,0.312,0:02:41.279464,0:00:12.684694,0:02:19.624183,0:00:01.828493
lung-lesion_3,HE,PRO-SPC,80,2632,0.25,0.45,0:02:38.982521,0:00:13.453096,0:02:15.986833,0:00:01.816784
lung-lesion_3,PRO-SPC,HE,80,2669,0.263,0.463,0:02:39.692368,0:00:12.521556,0:02:18.326135,0:00:01.866739
lung-lesion_3,KI67,PRO-SPC,80,2632,0.388,0.525,0:02:37.640164,0:00:13.330198,0:02:15.874012,0:00:01.829701
lung-lesion_3,PRO-SPC,KI67,80,2626,0.412,0.625,0:02:36.900867,0:00:12.609416,0:02:15.851674,0:00:01.854224
COAD_17,S5,S1,139,2018,0.727,0.856,0:02:24.899717,0:00:24.957771,0:01:47.382949,0:00:01.759538
COAD_17,S1,S5,139,2436,0.799,0.921,0:02:44.303895,0:00:21.273793,0:02:09.936196,0:00:02.186293
COAD_17,S5,S2,139,2365,0.856,0.95,0:02:45.925778,0:00:27.082872,0:02:05.931157,0:00:02.070384
COAD_17,S2,S5,139,2436,0.835,0.95,0:02:45.044978,0:00:21.641668,0:02:09.883801,0:00:02.152416
COAD_17,S5,S6,139,2081,0.921,0.978,0:02:30.025130,0:00:26.248872,0:01:51.078621,0:00:01.853431
COAD_17,S6,S5,139,2436,0.971,0.993,0:02:45.260302,0:00:21.708790,0:02:10.322152,0:00:02.167243
COAD_17,S1,S2,139,2365,0.964,0.993,0:02:46.753392,0:00:27.163174,0:02:06.481976,0:00:02.071674
COAD_17,S2,S1,139,2018,0.942,0.993,0:02:25.760083,0:00:24.811662,0:01:47.859581,0:00:01.757187
COAD_17,S1,S6,139,2081,0.971,0.993,0:02:29.349313,0:00:26.047349,0:01:50.487049,0:00:01.837954
COAD_17,S6,S1,139,2018,0.935,1.0,0:03:04.838281,0:00:24.840032,0:02:27.107520,0:00:01.934354
COAD_17,S2,S6,139,2081,0.971,1.0,0:02:30.849230,0:00:26.280747,0:01:51.336500,0:00:01.828357
COAD_17,S6,S2,139,2365,0.971,0.993,0:02:46.028287,0:00:26.906385,0:02:06.014557,0:00:02.108142
COAD_03,S5,S2,72,2591,0.861,0.903,0:03:01.868832,0:00:34.008855,0:02:18.185971,0:00:02.045302
COAD_03,S2,S5,72,2192,0.958,1.0,0:02:11.675969,0:00:24.909937,0:01:37.564229,0:00:01.694894
COAD_04,S5,S2,80,2869,0.925,0.975,0:03:08.554129,0:00:25.766231,0:02:32.751628,0:00:01.979362
COAD_04,S2,S5,80,2650,0.912,0.988,0:02:54.256676,0:00:23.675340,0:02:20.472086,0:00:01.849865
lung-lobes_1,CC10,PRO-SPC,98,1611,0.52,0.735,0:01:43.601002,0:00:09.747475,0:01:24.483165,0:00:01.203127
lung-lobes_1,PRO-SPC,CC10,98,1727,0.48,0.653,0:01:50.097112,0:00:10.842975,0:01:30.233237,0:00:01.298186
lung-lobes_1,CC10,CD31,98,1493,0.347,0.551,0:01:37.073271,0:00:09.319501,0:01:18.728364,0:00:01.135606
lung-lobes_1,CD31,CC10,98,1727,0.418,0.592,0:01:50.251538,0:00:10.763110,0:01:30.047634,0:00:01.269945
lung-lobes_1,CC10,KI67,98,2002,0.184,0.408,0:01:58.648460,0:00:06.139262,0:01:43.090322,0:00:01.477605
lung-lobes_1,KI67,CC10,98,1727,0.235,0.357,0:01:50.672552,0:00:10.910768,0:01:30.181616,0:00:01.263643
lung-lobes_1,PRO-SPC,CD31,98,1493,0.429,0.704,0:01:36.542009,0:00:09.008307,0:01:18.748859,0:00:01.141276
lung-lobes_1,CD31,PRO-SPC,98,1611,0.51,0.694,0:01:43.071798,0:00:09.310211,0:01:24.404464,0:00:01.230068
lung-lobes_1,PRO-SPC,KI67,98,2002,0.225,0.357,0:01:56.792331,0:00:05.692390,0:01:41.951454,0:00:01.440144
lung-lobes_1,KI67,PRO-SPC,98,1611,0.255,0.418,0:01:43.779052,0:00:09.525328,0:01:24.807083,0:00:01.215860
lung-lobes_1,CD31,KI67,98,2002,0.276,0.5,0:01:58.151468,0:00:05.708232,0:01:42.853856,0:00:01.481956
lung-lobes_1,KI67,CD31,98,1493,0.316,0.449,0:01:37.150681,0:00:08.968965,0:01:18.881834,0:00:01.106312
COAD_02,S7,S6,64,2215,0.938,0.953,0:02:27.962049,0:00:22.094072,0:01:58.037477,0:00:01.407238
COAD_02,S6,S7,64,1949,0.906,0.969,0:02:11.848793,0:00:20.528896,0:01:43.345498,0:00:01.255708
COAD_02,S7,S2,64,2211,0.625,0.75,0:02:23.039182,0:00:17.103849,0:01:58.065146,0:00:01.419621
COAD_02,S2,S7,64,1949,0.609,0.797,0:02:12.190215,0:00:20.716809,0:01:43.764378,0:00:01.266242
COAD_02,S7,S3,64,2408,0.609,0.766,0:02:32.057647,0:00:15.499871,0:02:08.634662,0:00:01.562784
COAD_02,S3,S7,64,1949,0.656,0.766,0:02:12.258084,0:00:20.537376,0:01:43.764986,0:00:01.296881
COAD_02,S6,S2,64,2211,0.656,0.812,0:02:23.301559,0:00:17.081992,0:01:58.149874,0:00:01.400658
COAD_02,S2,S6,64,2215,0.609,0.766,0:02:27.949618,0:00:22.083280,0:01:57.939310,0:00:01.465105
COAD_02,S6,S3,64,2408,0.688,0.828,0:02:32.107713,0:00:15.596584,0:02:08.241781,0:00:01.542492
COAD_02,S3,S6,64,2215,0.547,0.812,0:02:28.006612,0:00:21.804368,0:01:58.009844,0:00:01.407204
COAD_02,S2,S3,64,2408,0.875,0.969,0:02:31.270566,0:00:15.728939,0:02:07.544205,0:00:01.542743
COAD_02,S3,S2,64,2211,0.922,0.953,0:02:23.284897,0:00:17.144915,0:01:58.002358,0:00:01.416455
COAD_05,S5-V1,S7,92,1783,0.848,0.924,0:02:03.152714,0:00:19.053274,0:01:34.961364,0:00:01.343203
COAD_05,S7,S5-V1,92,1850,0.761,0.859,0:02:03.362629,0:00:15.531173,0:01:38.730521,0:00:01.371530
COAD_05,S5-V1,S6,92,1793,0.772,0.913,0:02:03.036509,0:00:18.398278,0:01:35.450325,0:00:01.334656
COAD_05,S6,S5-V1,92,1850,0.717,0.826,0:02:03.020429,0:00:15.495683,0:01:38.380438,0:00:01.356091
COAD_05,S5-V1,S2,92,1821,0.989,1.0,0:02:01.993940,0:00:15.873119,0:01:36.958297,0:00:01.357521
COAD_05,S2,S5-V1,92,1850,0.913,0.957,0:02:03.459244,0:00:15.653839,0:01:38.725205,0:00:01.386575
COAD_05,S7,S6,92,1793,0.739,0.902,0:02:03.207612,0:00:18.490624,0:01:35.662562,0:00:01.323784
COAD_05,S6,S7,92,1783,0.783,0.88,0:02:02.954824,0:00:19.053306,0:01:34.801687,0:00:01.323163
COAD_05,S7,S2,92,1821,0.75,0.88,0:02:01.986378,0:00:15.994066,0:01:36.970428,0:00:01.283482
COAD_05,S2,S7,92,1783,0.75,0.859,0:02:02.935193,0:00:19.141738,0:01:34.749653,0:00:01.316746
COAD_05,S6,S2,92,1821,0.793,0.935,0:02:01.698109,0:00:15.974124,0:01:36.653834,0:00:01.345675
COAD_05,S2,S6,92,1793,0.663,0.815,0:02:03.036976,0:00:18.322250,0:01:35.570821,0:00:01.355681
gastric_9,CD4,CD68,155,4382,0.806,0.91,0:04:46.508280,0:00:35.110617,0:03:52.122380,0:00:04.060520
gastric_9,CD68,CD4,155,4725,0.723,0.819,0:05:14.292330,0:00:43.632426,0:04:12.051914,0:00:04.338531
mammary-gland_2,NEU,ER.129048141,76,810,0.816,0.921,0:00:49.190642,0:00:02.320702,0:00:40.807922,0:00:00.524984
mammary-gland_2,ER.129048141,NEU,76,949,0.645,0.842,0:01:00.524292,0:00:05.066292,0:00:49.514295,0:00:00.660293
mammary-gland_2,NEU,PR,76,809,0.842,0.921,0:00:51.757435,0:00:04.872873,0:00:40.817489,0:00:00.520097
mammary-gland_2,PR,NEU,76,949,0.816,0.934,0:01:00.741189,0:00:05.129428,0:00:49.770234,0:00:00.618334
mammary-gland_2,NEU,HE.129048254,76,870,0.947,0.987,0:00:57.994650,0:00:05.931208,0:00:45.963981,0:00:00.579290
mammary-gland_2,HE.129048254,NEU,76,949,0.961,0.987,0:01:00.988035,0:00:05.111777,0:00:49.705460,0:00:00.639096
mammary-gland_2,NEU,PR.129048322,76,727,0.789,0.855,0:00:51.281284,0:00:06.347667,0:00:39.002265,0:00:00.493976
mammary-gland_2,PR.129048322,NEU,76,949,0.513,0.75,0:01:00.808971,0:00:05.016404,0:00:49.773632,0:00:00.609401
mammary-gland_2,NEU,ER,76,1215,0.921,1.0,0:01:15.305933,0:00:06.407212,0:01:02.479447,0:00:00.812801
mammary-gland_2,ER,NEU,76,949,0.961,1.0,0:01:00.911591,0:00:05.031729,0:00:49.716065,0:00:00.635484
mammary-gland_2,NEU,HE,76,819,0.842,0.882,0:00:54.801468,0:00:05.845943,0:00:42.860271,0:00:00.524138
mammary-gland_2,HE,NEU,76,949,0.829,0.961,0:01:00.578258,0:00:04.952447,0:00:49.594220,0:00:00.605674
mammary-gland_2,ER.129048141,PR,76,809,0.724,0.921,0:00:51.250649,0:00:04.740953,0:00:40.718552,0:00:00.527082
mammary-gland_2,PR,ER,76,1215,0.671,0.908,0:01:14.752413,0:00:06.516089,0:01:02.147179,0:00:00.850019
mammary-gland_2,PR,ER.129048141,76,810,0.763,0.882,0:00:49.022591,0:00:02.293815,0:00:40.930132,0:00:00.559796
mammary-gland_2,ER.129048141,HE.129048254,76,870,0.368,0.632,0:00:57.889688,0:00:05.863656,0:00:46.180794,0:00:00.602771
mammary-gland_2,HE.129048254,ER.129048141,76,810,0.526,0.763,0:00:49.205385,0:00:02.317642,0:00:40.794872,0:00:00.570607
mammary-gland_2,ER.129048141,PR.129048322,76,727,0.447,0.632,0:00:50.929394,0:00:06.529177,0:00:38.676474,0:00:00.522005
mammary-gland_2,PR.129048322,ER.129048141,76,810,0.329,0.684,0:00:49.035904,0:00:02.316181,0:00:40.833187,0:00:00.523640
mammary-gland_2,ER.129048141,ER,76,1215,0.803,0.974,0:01:14.657428,0:00:06.352905,0:01:02.099512,0:00:00.848696
mammary-gland_2,ER,ER.129048141,76,810,0.75,0.947,0:00:49.190962,0:00:02.294181,0:00:40.831738,0:00:00.524319
mammary-gland_2,ER.129048141,HE,76,819,0.645,0.829,0:00:54.237767,0:00:05.796523,0:00:42.718940,0:00:00.528608
mammary-gland_2,HE,ER.129048141,76,810,0.724,0.882,0:00:49.003083,0:00:02.328918,0:00:40.733188,0:00:00.527052
mammary-gland_2,PR,HE.129048254,76,870,0.737,0.908,0:00:57.765313,0:00:05.951683,0:00:45.970416,0:00:00.624844
mammary-gland_2,HE.129048254,PR,76,809,0.842,0.961,0:00:51.628273,0:00:04.817212,0:00:40.721242,0:00:00.561877
mammary-gland_2,PR,PR.129048322,76,727,0.829,0.961,0:00:50.916900,0:00:06.421533,0:00:38.742523,0:00:00.524876
mammary-gland_2,PR.129048322,PR,76,809,0.724,0.895,0:00:51.521070,0:00:04.891307,0:00:40.731927,0:00:00.556097
mammary-gland_2,ER,PR,76,809,0.697,0.895,0:00:51.464641,0:00:04.776974,0:00:40.613707,0:00:00.518583
mammary-gland_2,PR,HE,76,819,0.763,0.934,0:00:54.256161,0:00:05.719164,0:00:42.766447,0:00:00.521276
mammary-gland_2,HE,PR,76,809,0.829,0.947,0:00:51.595274,0:00:04.892444,0:00:40.773337,0:00:00.522161
mammary-gland_2,HE.129048254,PR.129048322,76,727,0.882,0.974,0:00:51.091081,0:00:06.531413,0:00:38.600029,0:00:00.484219
mammary-gland_2,PR.129048322,HE.129048254,76,870,0.684,0.816,0:00:57.912832,0:00:05.906436,0:00:46.041364,0:00:00.555758
mammary-gland_2,HE.129048254,ER,76,1215,0.868,0.947,0:01:14.690389,0:00:06.374669,0:01:01.977093,0:00:00.768726
mammary-gland_2,ER,HE.129048254,76,870,0.829,0.882,0:00:57.886509,0:00:05.871529,0:00:45.983423,0:00:00.555145
mammary-gland_2,HE.129048254,HE,76,819,0.882,0.934,0:00:54.663446,0:00:05.712153,0:00:42.905475,0:00:00.517653
mammary-gland_2,HE,HE.129048254,76,870,0.882,0.974,0:00:57.930346,0:00:05.920585,0:00:46.077727,0:00:00.557284
mammary-gland_2,PR.129048322,ER,76,1215,0.697,0.855,0:01:14.638354,0:00:06.353691,0:01:02.001484,0:00:00.835423
mammary-gland_2,ER,PR.129048322,76,727,0.737,0.895,0:00:50.955674,0:00:06.392028,0:00:38.593739,0:00:00.493061
mammary-gland_2,PR.129048322,HE,76,819,0.382,0.579,0:00:54.586578,0:00:05.824741,0:00:42.839373,0:00:00.529585
mammary-gland_2,HE,PR.129048322,76,727,0.658,0.882,0:00:51.114929,0:00:06.513178,0:00:38.701121,0:00:00.488960
mammary-gland_2,ER,HE,76,819,0.553,0.803,0:00:54.652803,0:00:05.752943,0:00:42.819171,0:00:00.574383
mammary-gland_2,HE,ER,76,1215,0.632,0.868,0:01:15.039427,0:00:06.437847,0:01:02.270387,0:00:00.819546
gastric_6,EBV,CD4,115,3188,0.826,0.896,0:03:32.843465,0:00:29.342916,0:02:50.181549,0:00:02.503388
gastric_6,CD4,EBV,115,3279,0.765,0.844,0:03:35.362046,0:00:28.023966,0:02:53.754455,0:00:02.594798
gastric_6,EBV,CD68,115,3207,0.791,0.939,0:03:31.945542,0:00:27.930135,0:02:50.662979,0:00:02.516407
gastric_6,CD68,EBV,115,3279,0.609,0.696,0:03:35.390787,0:00:27.825766,0:02:54.079312,0:00:02.606402
gastric_6,CD4,CD68,115,3207,0.887,0.983,0:03:31.625364,0:00:28.164253,0:02:49.941616,0:00:02.529604
gastric_6,CD68,CD4,115,3188,0.791,0.887,0:03:32.618572,0:00:29.096893,0:02:50.183019,0:00:02.546232
gastric_8,CD8,CD4,53,3168,0.528,0.623,0:03:26.734799,0:00:28.641164,0:02:48.304903,0:00:01.913852
gastric_8,CD4,CD8,53,3100,0.774,0.887,0:03:24.892623,0:00:31.347902,0:02:44.050969,0:00:01.850296
gastric_1,CD4,CD68,79,2071,0.81,0.911,0:02:15.223532,0:00:16.288365,0:01:50.188716,0:00:01.412368
gastric_1,CD68,CD4,79,2091,0.658,0.848,0:02:17.677857,0:00:17.484891,0:01:51.344260,0:00:01.452322
kidney_4,MAS,PAS,33,907,0.818,0.879,0:01:08.919271,0:00:15.843384,0:00:48.567121,0:00:00.471081
kidney_4,PAS,MAS,33,941,0.727,1.0,0:01:08.049778,0:00:12.724942,0:00:50.488724,0:00:00.484652
breast_5,HE,HER2,8,3275,0.0,0.0,0:03:34.356912,0:00:33.005351,0:02:54.074618,0:00:01.590377
breast_5,HER2,HE,8,3495,0.0,0.0,0:03:47.129318,0:00:34.003770,0:03:06.278177,0:00:01.792562
gastric_7,CD4,CD68,61,6571,0.475,0.639,0:06:54.706993,0:00:50.202974,0:05:49.599777,0:00:04.756928
gastric_7,CD68,CD4,61,6477,0.623,0.82,0:07:25.512196,0:00:47.310953,0:06:21.766535,0:00:04.009876
COAD_16,S5,S6,130,3341,0.854,0.962,0:03:43.833030,0:00:30.295338,0:02:58.967604,0:00:02.808923
COAD_16,S6,S5,130,3700,0.908,0.985,0:03:56.650810,0:00:25.926025,0:03:16.012295,0:00:03.106652
breast_1,HE,HER2,80,4283,0.075,0.113,0:04:57.488811,0:00:55.176533,0:03:48.715331,0:00:02.888731
breast_1,HER2,HE,80,4825,0.013,0.025,0:05:12.868818,0:00:40.849901,0:04:16.763750,0:00:03.942448
gastric_2,CD4,CD68,83,2161,0.169,0.241,0:02:07.905759,0:00:21.908183,0:01:36.452219,0:00:01.585422
gastric_2,CD68,CD4,83,2266,0.072,0.217,0:02:35.786525,0:00:25.327805,0:02:00.098503,0:00:01.980864
COAD_14,S5,S3,116,4346,0.466,0.638,0:03:54.397907,0:00:27.835590,0:03:12.624771,0:00:03.743086
COAD_14,S3,S5,116,3862,0.526,0.759,0:04:05.819966,0:00:27.843573,0:03:22.924156,0:00:03.049447
kidney_3,MAS,PAS,80,913,0.487,0.7,0:01:08.717468,0:00:12.672642,0:00:48.757502,0:00:00.663138
kidney_3,PAS,MAS,80,933,0.438,0.725,0:01:09.502121,0:00:12.354699,0:00:49.881385,0:00:00.679494
,,,,,,,,,,
Total,,,33678,884381,0.586,0.72,18:41:37.628853,2:23:12.919145,15:01:17.752534,0:12:58.645986
Mean,,,,,,,0:02:56.171803,0:00:22.494553,0:02:21.564797,0:00:02.038340
