tissue,dye1,dye2,Nb of landmarks (dye 1),Nb of tiles (dye 2),top-1-accuracy,top-5-accuracy,time (h:m:s),Time to get patches (dye2),Features extraction time (dye2),Comparison time
mice-kidney_1,PAS.129057595,CD31.129057244,131,6038,0.023,0.046,0:01:27.660073,0:00:23.543458,0:00:57.582715,0:00:00.452892
mice-kidney_1,PAS.129057595,PAS.129057758,131,6074,0.145,0.214,0:01:18.608276,0:00:14.264146,0:00:58.016604,0:00:00.464607
COAD_15,S5,S2,163,13049,0.153,0.301,0:02:47.116642,0:00:32.534218,0:02:04.249194,0:00:01.085006
COAD_12,S6,S5,71,8858,0.662,0.831,0:01:58.851770,0:00:27.778287,0:01:24.528019,0:00:00.578256
COAD_12,S1,S5,71,8858,0.521,0.718,0:01:58.294233,0:00:27.594471,0:01:24.290377,0:00:00.560583
COAD_12,S2,S5,71,8858,0.789,0.887,0:01:58.357334,0:00:27.650639,0:01:24.241367,0:00:00.544102
COAD_12,S1,S6,71,8071,0.592,0.803,0:01:46.856395,0:00:23.707197,0:01:16.800830,0:00:00.526352
COAD_12,S2,S6,71,8071,0.817,0.915,0:01:47.028419,0:00:23.831454,0:01:16.979657,0:00:00.524823
COAD_12,S2,S1,71,7765,0.69,0.859,0:01:44.526505,0:00:23.690126,0:01:14.570687,0:00:00.487780
lung-lobes_4,CD31,PRO-SPC,89,6906,0.64,0.809,0:01:24.564439,0:00:12.721994,0:01:05.103388,0:00:00.475954
lung-lobes_4,CC10,PRO-SPC,89,6906,0.596,0.843,0:01:24.371039,0:00:12.776099,0:01:05.199315,0:00:00.450355
lung-lobes_4,KI67,PRO-SPC,89,6906,0.36,0.539,0:01:24.739928,0:00:12.765649,0:01:05.124187,0:00:00.476595
lung-lobes_4,CC10,CD31,89,6300,0.449,0.697,0:01:19.982415,0:00:13.563256,0:01:00.280813,0:00:00.430867
lung-lobes_4,KI67,CD31,89,6300,0.449,0.618,0:01:19.613669,0:00:13.443476,0:00:59.744156,0:00:00.421628
lung-lobes_4,KI67,CC10,89,6525,0.258,0.494,0:01:25.194153,0:00:16.851216,0:01:01.911333,0:00:00.452008
COAD_13,S7,S5,93,8184,0.398,0.591,0:01:45.138780,0:00:20.625460,0:01:17.842896,0:00:00.561297
COAD_13,S2,S5,93,8184,0.667,0.796,0:01:46.319899,0:00:20.684320,0:01:18.675135,0:00:00.575699
COAD_13,S2,S7,93,7883,0.301,0.484,0:01:47.784562,0:00:26.036641,0:01:14.868052,0:00:00.554229
lung-lesion_1,PRO-SPC,HE,78,11600,0.038,0.09,0:02:04.821197,0:00:12.970018,0:01:45.731332,0:00:00.733199
lung-lesion_1,KI67,HE,78,11600,0.0,0.038,0:02:04.979695,0:00:13.063652,0:01:45.769262,0:00:00.755079
lung-lesion_1,CC10,HE,78,11600,0.013,0.077,0:02:05.668800,0:00:13.311484,0:01:46.293310,0:00:00.719478
lung-lesion_1,KI67,PRO-SPC,78,11573,0.115,0.179,0:02:05.350425,0:00:13.547642,0:01:45.819773,0:00:00.739271
lung-lesion_1,CC10,PRO-SPC,78,11573,0.154,0.346,0:02:05.735140,0:00:13.544900,0:01:46.226248,0:00:00.743996
lung-lesion_1,CC10,KI67,78,11580,0.09,0.154,0:02:03.436082,0:00:11.812726,0:01:45.618380,0:00:00.765023
breast_2,HER2,HE,50,11429,0.06,0.06,0:02:31.122170,0:00:35.390153,0:01:47.952395,0:00:00.646659
lung-lobes_3,KI67,PRO-SPC,80,7604,0.275,0.4,0:01:28.947452,0:00:11.513080,0:01:10.745953,0:00:00.502381
lung-lobes_3,CD31,PRO-SPC,80,7604,0.55,0.662,0:01:29.180404,0:00:11.541642,0:01:10.966122,0:00:00.500849
lung-lobes_3,CC10,PRO-SPC,80,7604,0.537,0.662,0:01:28.403711,0:00:11.400624,0:01:10.894907,0:00:00.501297
lung-lobes_3,CD31,KI67,80,7345,0.3,0.45,0:01:26.246969,0:00:11.675581,0:01:08.073905,0:00:00.482272
lung-lobes_3,CC10,KI67,80,7345,0.325,0.5,0:01:26.678048,0:00:11.721816,0:01:08.826329,0:00:00.492860
lung-lobes_3,CC10,CD31,80,7573,0.45,0.688,0:01:29.691060,0:00:12.696985,0:01:10.944757,0:00:00.502763
COAD_09,S5,S2,72,9484,0.764,0.889,0:01:59.806012,0:00:22.939705,0:01:29.924637,0:00:00.595448
COAD_09,S6,S2,72,9484,0.458,0.667,0:01:59.631421,0:00:23.023627,0:01:29.987925,0:00:00.601041
COAD_09,S1,S2,72,9484,0.556,0.833,0:01:59.406644,0:00:22.959117,0:01:29.888730,0:00:00.627455
COAD_09,S6,S5,72,10042,0.417,0.597,0:02:08.385856,0:00:27.245865,0:01:34.721990,0:00:00.639528
COAD_09,S1,S5,72,10042,0.542,0.75,0:02:09.613186,0:00:27.194742,0:01:35.956635,0:00:00.633907
COAD_09,S1,S6,72,8031,0.431,0.472,0:01:47.699728,0:00:24.654634,0:01:16.862803,0:00:00.524079
COAD_07,S5,S2,68,11612,0.676,0.824,0:02:26.350636,0:00:28.177816,0:01:50.783411,0:00:00.711821
COAD_07,S7,S2,68,11612,0.221,0.426,0:02:25.406585,0:00:28.167833,0:01:49.970614,0:00:00.698299
COAD_07,S7,S5,68,11398,0.397,0.618,0:02:20.694883,0:00:25.936993,0:01:47.672290,0:00:00.679811
breast_3,HE,HER2,39,14308,0.0,0.0,0:03:07.060495,0:00:42.328978,0:02:14.775995,0:00:00.791816
breast_4,HE,HER2,27,11232,0.0,0.0,0:02:30.791987,0:00:36.432939,0:01:47.248370,0:00:00.598981
COAD_06,S7,S5,101,13539,0.584,0.762,0:02:49.909143,0:00:31.745010,0:02:08.928009,0:00:00.953513
COAD_06,S2,S5,101,13539,0.485,0.634,0:02:49.233634,0:00:31.691788,0:02:08.483309,0:00:01.009565
COAD_06,S2,S7,101,12693,0.624,0.772,0:02:46.265471,0:00:35.822955,0:02:01.718431,0:00:00.911530
COAD_01,S1,S7,61,13879,0.049,0.197,0:03:04.501703,0:00:44.659167,0:02:11.899497,0:00:00.830759
COAD_01,S3,S7,61,13879,0.197,0.426,0:03:05.414214,0:00:44.664967,0:02:12.199799,0:00:00.860983
COAD_01,S6,S7,61,13879,0.131,0.246,0:03:05.747612,0:00:44.889842,0:02:12.115108,0:00:00.912522
COAD_01,S3,S1,61,9221,0.098,0.164,0:02:11.905276,0:00:36.815946,0:01:27.290844,0:00:00.583124
COAD_01,S6,S1,61,9221,0.131,0.23,0:02:12.081533,0:00:36.546766,0:01:27.635473,0:00:00.590841
COAD_01,S6,S3,61,13270,0.082,0.115,0:02:49.083721,0:00:34.945917,0:02:05.922912,0:00:00.847744
gastric_4,CD4,CD68,150,23966,0.02,0.073,0:05:08.947052,0:01:04.726130,0:03:46.934879,0:00:02.319307
COAD_08,S1,S7,68,12857,0.529,0.632,0:02:42.937252,0:00:31.245468,0:02:03.107752,0:00:00.776880
COAD_08,S3,S7,68,12857,0.088,0.206,0:02:39.937887,0:00:30.413016,0:02:00.873235,0:00:00.797748
COAD_08,S6,S7,68,12857,0.397,0.632,0:02:41.242790,0:00:30.528077,0:02:01.656671,0:00:00.884025
COAD_08,S3,S1,68,11353,0.044,0.118,0:02:35.073857,0:00:38.394706,0:01:47.812342,0:00:00.761673
COAD_08,S6,S1,68,11353,0.382,0.574,0:02:34.927677,0:00:38.355565,0:01:47.583751,0:00:00.810563
COAD_08,S6,S3,68,12114,0.029,0.103,0:02:41.561664,0:00:38.139724,0:01:54.434503,0:00:00.736707
gastric_3,CD4,CD68,63,14912,0.016,0.048,0:03:09.734581,0:00:40.009843,0:02:19.907037,0:00:00.936497
gastric_5,CD68,CD4,79,14485,0.013,0.038,0:02:49.586923,0:00:40.702817,0:01:59.254549,0:00:00.854123
gastric_5,EBV,CD4,79,14485,0.456,0.658,0:03:00.041971,0:00:38.422077,0:02:11.826093,0:00:00.974118
gastric_5,EBV,CD68,79,14858,0.0,0.0,0:03:03.711688,0:00:37.677312,0:02:16.028566,0:00:00.960954
COAD_11,S6,S5,70,9931,0.3,0.629,0:02:11.471813,0:00:30.490370,0:01:33.485759,0:00:00.643681
COAD_11,S1,S5,70,9931,0.443,0.614,0:02:11.915326,0:00:30.289664,0:01:34.175371,0:00:00.607985
COAD_11,S2,S5,70,9931,0.271,0.5,0:02:12.731040,0:00:31.159470,0:01:34.046970,0:00:00.629810
COAD_11,S1,S6,70,9564,0.486,0.7,0:02:06.859432,0:00:29.469692,0:01:30.414064,0:00:00.624128
COAD_11,S2,S6,70,9564,0.157,0.386,0:02:08.668740,0:00:29.235746,0:01:30.136460,0:00:00.605918
COAD_11,S2,S1,70,9205,0.114,0.243,0:01:58.765737,0:00:25.199427,0:01:26.392561,0:00:00.589187
mammary-gland_1,HE,NEU,77,3631,0.831,0.922,0:00:40.492317,0:00:03.587872,0:00:32.424546,0:00:00.243553
mammary-gland_1,PR,NEU,77,3631,0.403,0.61,0:00:40.319064,0:00:03.619117,0:00:32.845563,0:00:00.222719
mammary-gland_1,ER,NEU,77,3631,0.597,0.805,0:00:40.351629,0:00:03.648329,0:00:32.747820,0:00:00.245190
mammary-gland_1,PR,HE,77,2178,0.753,0.857,0:00:32.492319,0:00:06.478458,0:00:21.583323,0:00:00.138355
mammary-gland_1,ER,HE,77,2178,0.571,0.805,0:00:31.943615,0:00:06.380065,0:00:21.832615,0:00:00.144566
mammary-gland_1,ER,PR,77,2587,0.39,0.571,0:00:34.037318,0:00:05.996093,0:00:24.123390,0:00:00.163993
lung-lesion_2,KI67,CC10,96,4813,0.156,0.292,0:00:58.955075,0:00:09.411665,0:00:44.411655,0:00:00.315412
lung-lesion_2,HE,CC10,96,4813,0.062,0.198,0:00:59.866485,0:00:09.428671,0:00:45.571272,0:00:00.329404
lung-lesion_2,PRO-SPC,CC10,96,4813,0.24,0.385,0:00:59.093357,0:00:09.315725,0:00:44.422569,0:00:00.315475
lung-lesion_2,HE,KI67,96,4892,0.042,0.115,0:00:56.097954,0:00:06.822968,0:00:44.646220,0:00:00.351299
lung-lesion_2,PRO-SPC,KI67,96,4892,0.135,0.25,0:00:56.050440,0:00:06.750548,0:00:44.694245,0:00:00.345086
lung-lesion_2,PRO-SPC,HE,96,5060,0.094,0.167,0:00:58.345923,0:00:07.289025,0:00:46.155878,0:00:00.407704
COAD_20,S7,S5,83,9199,0.036,0.084,0:02:14.301692,0:00:37.909555,0:01:28.408015,0:00:00.794269
COAD_20,S2,S5,83,9199,0.169,0.313,0:02:16.303035,0:00:39.024678,0:01:29.294434,0:00:00.771788
COAD_20,S2,S7,83,8355,0.0,0.012,0:01:57.527272,0:00:29.922932,0:01:19.825210,0:00:00.678900
COAD_19,S1,S5,124,13679,0.242,0.452,0:02:55.125321,0:00:38.576408,0:02:06.346818,0:00:01.361843
COAD_19,S3,S5,124,13679,0.5,0.702,0:02:59.119009,0:00:39.300696,0:02:08.611661,0:00:01.363029
COAD_19,S8,S5,124,13679,0.395,0.573,0:03:00.100983,0:00:40.003689,0:02:08.475656,0:00:01.292965
COAD_19,S6,S5,124,13679,0.532,0.685,0:02:57.132635,0:00:39.159549,0:02:06.907378,0:00:01.354807
COAD_19,S3,S1,124,10874,0.395,0.605,0:02:28.638244,0:00:36.274522,0:01:42.083681,0:00:01.141608
COAD_19,S8,S1,124,10874,0.29,0.484,0:02:32.379140,0:00:36.557457,0:01:44.827401,0:00:01.100110
COAD_19,S6,S1,124,10874,0.444,0.661,0:02:30.405259,0:00:36.058882,0:01:44.208332,0:00:01.009017
COAD_19,S8,S3,124,12877,0.274,0.508,0:02:39.281628,0:00:29.912745,0:01:58.565240,0:00:01.059780
COAD_19,S6,S3,124,12877,0.702,0.823,0:02:37.578949,0:00:30.121919,0:01:57.066279,0:00:01.185081
COAD_19,S6,S8,124,14400,0.661,0.806,0:03:02.276560,0:00:42.495303,0:02:09.767821,0:00:01.228895
COAD_18,S7,S5,103,4150,0.437,0.66,0:00:59.790060,0:00:14.615730,0:00:40.102954,0:00:00.316831
COAD_18,S2,S5,103,4150,0.301,0.553,0:01:00.072180,0:00:14.782229,0:00:40.008890,0:00:00.303574
COAD_18,S2,S7,103,3870,0.379,0.689,0:00:55.615316,0:00:12.937537,0:00:37.301332,0:00:00.282009
COAD_10,S6,S7,77,13558,0.208,0.39,0:02:53.474532,0:00:37.483813,0:02:07.906303,0:00:00.964617
COAD_10,S1,S7,77,13558,0.468,0.532,0:02:48.895066,0:00:36.638134,0:02:03.487265,0:00:00.954479
COAD_10,S4,S7,77,13558,0.429,0.506,0:02:49.087514,0:00:37.182559,0:02:03.618488,0:00:01.049437
COAD_10,S1,S6,77,8618,0.286,0.506,0:01:58.362207,0:00:29.722956,0:01:20.778235,0:00:00.667412
COAD_10,S4,S6,77,8618,0.364,0.545,0:02:00.399275,0:00:30.797493,0:01:22.259168,0:00:00.652529
COAD_10,S4,S1,77,10674,0.584,0.727,0:02:28.901000,0:00:39.649176,0:01:41.621872,0:00:00.774044
lung-lesion_3,CC10,KI67,80,10293,0.062,0.075,0:01:53.178701,0:00:15.474225,0:01:31.419727,0:00:00.815761
lung-lesion_3,PRO-SPC,KI67,80,10293,0.15,0.287,0:01:52.886786,0:00:15.891513,0:01:30.702295,0:00:00.869328
lung-lesion_3,HE,KI67,80,10293,0.013,0.113,0:01:53.106163,0:00:16.028050,0:01:30.834556,0:00:00.851562
lung-lesion_3,PRO-SPC,CC10,80,10280,0.125,0.312,0:01:55.419091,0:00:18.025421,0:01:31.453728,0:00:00.797779
lung-lesion_3,HE,CC10,80,10280,0.037,0.075,0:01:58.563413,0:00:17.715392,0:01:34.921927,0:00:00.696706
lung-lesion_3,HE,PRO-SPC,80,10288,0.062,0.113,0:01:56.844001,0:00:16.894761,0:01:33.939090,0:00:00.770179
COAD_17,S6,S5,139,8544,0.496,0.727,0:01:56.728256,0:00:26.507491,0:01:20.713767,0:00:00.741182
COAD_17,S1,S5,139,8544,0.367,0.647,0:01:53.849560,0:00:26.286646,0:01:19.121692,0:00:00.786834
COAD_17,S2,S5,139,8544,0.309,0.568,0:01:55.164469,0:00:26.727833,0:01:19.046616,0:00:00.773747
COAD_17,S1,S6,139,7343,0.77,0.928,0:01:49.420107,0:00:32.895813,0:01:08.392864,0:00:00.702427
COAD_17,S2,S6,139,7343,0.813,0.935,0:01:50.658141,0:00:33.091397,0:01:08.936436,0:00:00.709629
COAD_17,S2,S1,139,7032,0.799,0.885,0:01:48.256806,0:00:31.197122,0:01:08.596730,0:00:00.639245
COAD_03,S2,S5,72,7726,0.819,0.972,0:01:57.720534,0:00:35.557554,0:01:13.892658,0:00:00.598737
COAD_04,S5,S2,80,10400,0.588,0.775,0:02:18.352235,0:00:32.115652,0:01:38.218958,0:00:00.784494
lung-lobes_1,CC10,CD31,98,5425,0.214,0.337,0:01:06.800012,0:00:10.888892,0:00:49.704433,0:00:00.426232
lung-lobes_1,KI67,CD31,98,5425,0.071,0.235,0:01:07.681908,0:00:11.069735,0:00:49.875418,0:00:00.401265
lung-lobes_1,PRO-SPC,CD31,98,5425,0.388,0.592,0:01:06.990909,0:00:11.163250,0:00:49.762794,0:00:00.414036
lung-lobes_1,KI67,CC10,98,6167,0.092,0.235,0:01:16.423670,0:00:13.773463,0:00:55.790701,0:00:00.520389
lung-lobes_1,PRO-SPC,CC10,98,6167,0.429,0.582,0:01:16.161063,0:00:13.755063,0:00:56.234137,0:00:00.494394
lung-lobes_1,PRO-SPC,KI67,98,7763,0.061,0.153,0:01:23.128011,0:00:07.272166,0:01:09.423721,0:00:00.641139
COAD_02,S3,S7,64,6835,0.281,0.516,0:01:38.869509,0:00:26.529217,0:01:05.581260,0:00:00.482355
COAD_02,S6,S7,64,6835,0.734,0.891,0:01:39.104522,0:00:25.925296,0:01:06.529631,0:00:00.474873
COAD_02,S2,S7,64,6835,0.188,0.484,0:01:37.011248,0:00:25.566378,0:01:05.012382,0:00:00.473517
COAD_02,S6,S3,64,8986,0.141,0.234,0:01:48.986148,0:00:19.175635,0:01:22.883631,0:00:00.741103
COAD_02,S2,S3,64,8986,0.562,0.719,0:01:49.597903,0:00:19.555566,0:01:23.178957,0:00:00.698937
COAD_02,S2,S6,64,7942,0.203,0.359,0:01:48.023046,0:00:27.971132,0:01:13.757869,0:00:00.558056
COAD_05,S7,S5-V1,92,6591,0.5,0.707,0:01:27.193167,0:00:19.377318,0:01:01.097155,0:00:00.511763
COAD_05,S6,S5-V1,92,6591,0.467,0.685,0:01:30.084038,0:00:19.388301,0:01:03.436202,0:00:00.497465
COAD_05,S2,S5-V1,92,6591,0.793,0.848,0:01:29.243353,0:00:19.262271,0:01:03.373704,0:00:00.512016
COAD_05,S6,S7,92,6330,0.391,0.641,0:01:31.735755,0:00:23.543125,0:01:01.658375,0:00:00.580105
COAD_05,S2,S7,92,6330,0.478,0.674,0:01:30.490696,0:00:23.134174,0:01:00.908275,0:00:00.488714
COAD_05,S2,S6,92,6425,0.511,0.641,0:01:29.008646,0:00:22.850746,0:00:59.642413,0:00:00.531786
gastric_9,CD4,CD68,155,16455,0.284,0.535,0:03:28.745137,0:00:44.731236,0:02:30.123250,0:00:01.581893
mammary-gland_2,PR.129048322,HE.129048254,76,3024,0.474,0.645,0:00:39.608035,0:00:07.269437,0:00:28.437574,0:00:00.201046
mammary-gland_2,ER.129048141,HE.129048254,76,3024,0.263,0.5,0:00:39.649687,0:00:07.402114,0:00:28.473562,0:00:00.188451
mammary-gland_2,HE,HE.129048254,76,3024,0.789,0.895,0:00:39.723570,0:00:07.330123,0:00:28.458901,0:00:00.189922
mammary-gland_2,ER,HE.129048254,76,3024,0.5,0.671,0:00:40.121512,0:00:07.402447,0:00:28.647823,0:00:00.202531
mammary-gland_2,PR,HE.129048254,76,3024,0.382,0.579,0:00:40.338147,0:00:07.246042,0:00:29.399743,0:00:00.193368
mammary-gland_2,NEU,HE.129048254,76,3024,0.737,0.855,0:00:41.065049,0:00:07.383484,0:00:29.578901,0:00:00.180429
mammary-gland_2,ER.129048141,PR.129048322,76,2530,0.118,0.316,0:00:36.541774,0:00:07.865174,0:00:24.939713,0:00:00.168048
mammary-gland_2,HE,PR.129048322,76,2530,0.237,0.368,0:00:36.340087,0:00:07.697273,0:00:24.802094,0:00:00.151175
mammary-gland_2,ER,PR.129048322,76,2530,0.434,0.605,0:00:36.824186,0:00:07.766506,0:00:25.054936,0:00:00.169574
mammary-gland_2,PR,PR.129048322,76,2530,0.368,0.618,0:00:35.939715,0:00:07.743874,0:00:24.524930,0:00:00.149896
mammary-gland_2,NEU,PR.129048322,76,2530,0.461,0.658,0:00:36.496482,0:00:07.681422,0:00:24.923963,0:00:00.155976
mammary-gland_2,HE,ER.129048141,76,3210,0.474,0.618,0:00:35.403144,0:00:02.871723,0:00:28.597994,0:00:00.203700
mammary-gland_2,ER,ER.129048141,76,3210,0.618,0.697,0:00:35.364000,0:00:02.868683,0:00:28.452792,0:00:00.201935
mammary-gland_2,PR,ER.129048141,76,3210,0.21,0.474,0:00:34.342199,0:00:02.823688,0:00:27.824871,0:00:00.216051
mammary-gland_2,NEU,ER.129048141,76,3210,0.526,0.697,0:00:34.764570,0:00:02.878880,0:00:27.936993,0:00:00.195180
mammary-gland_2,ER,HE,76,2872,0.289,0.434,0:00:37.635368,0:00:06.891318,0:00:26.730493,0:00:00.185004
mammary-gland_2,PR,HE,76,2872,0.329,0.461,0:00:37.402240,0:00:06.937466,0:00:26.726769,0:00:00.171305
mammary-gland_2,NEU,HE,76,2872,0.461,0.645,0:00:37.669852,0:00:06.868208,0:00:26.795773,0:00:00.170774
mammary-gland_2,PR,ER,76,4782,0.289,0.487,0:00:54.248350,0:00:07.803301,0:00:42.329829,0:00:00.352107
mammary-gland_2,NEU,ER,76,4782,0.75,0.895,0:00:54.877831,0:00:08.005803,0:00:42.324504,0:00:00.362963
mammary-gland_2,NEU,PR,76,3210,0.513,0.684,0:00:37.951818,0:00:05.937573,0:00:27.876615,0:00:00.225698
gastric_6,CD4,CD68,115,11947,0.504,0.652,0:02:39.026067,0:00:35.676600,0:01:53.090183,0:00:01.028066
gastric_6,EBV,CD68,115,11947,0.4,0.548,0:02:39.049028,0:00:35.499736,0:01:53.596707,0:00:00.968483
gastric_6,EBV,CD4,115,11934,0.539,0.678,0:02:37.986318,0:00:36.519039,0:01:51.598932,0:00:01.092906
gastric_8,CD8,CD4,53,11969,0.151,0.151,0:02:34.741399,0:00:36.517107,0:01:49.197037,0:00:00.827240
gastric_1,CD4,CD68,79,7545,0.405,0.658,0:01:37.634785,0:00:20.740489,0:01:09.913433,0:00:00.630297
kidney_4,PAS,MAS,33,2780,0.364,0.576,0:00:47.561839,0:00:15.770278,0:00:26.589242,0:00:00.156180
breast_5,HE,HER2,8,12330,0.0,0.0,0:02:45.589190,0:00:42.052958,0:01:55.157134,0:00:00.760685
gastric_7,CD4,CD68,61,25330,0.311,0.475,0:05:12.578985,0:01:04.597605,0:03:54.946846,0:00:01.987470
COAD_16,S6,S5,130,13606,0.585,0.754,0:02:45.695991,0:00:32.008359,0:02:03.570475,0:00:01.173318
breast_1,HE,HER2,80,16162,0.013,0.037,0:03:51.413463,0:01:11.322722,0:02:28.262328,0:00:01.367318
gastric_2,CD4,CD68,83,8003,0.036,0.036,0:01:55.431906,0:00:31.189664,0:01:16.668514,0:00:00.568050
COAD_14,S3,S5,116,13955,0.155,0.302,0:02:55.904710,0:00:34.405049,0:02:10.296468,0:00:01.178589
kidney_3,MAS,PAS,80,2793,0.25,0.425,0:00:47.713815,0:00:15.204537,0:00:27.212673,0:00:00.177939
,,,,,,,,,,
Total,,,33678,3244040,0.327,0.468,11:52:44.639298,2:28:02.379809,8:36:17.336465,0:05:29.800123
Mean,,,,,,,0:01:51.949318,0:00:23.252303,0:01:21.092504,0:00:00.863351
